iter	Passed	Remaining
689	1144	6321
690	1146	6318
691	1147	6316
692	1149	6316
693	1151	6314
694	1152	6310
695	1154	6309
696	1156	6311
697	1158	6309
698	1160	6308
699	1161	6305
700	1162	6300
701	1164	6298
702	1166	6298
703	1168	6298
704	1169	6296
705	1171	6294
706	1172	6290
707	1174	6289
708	1175	6286
709	1177	6283
710	1178	6279
711	1180	6279
712	1181	6275
713	1182	6271
714	1184	6269
715	1186	6272
716	1188	6269
717	1189	6266
718	1191	6264
719	1193	6264
720	1194	6261
721	1196	6259
722	1198	6259
723	1199	6256
724	1201	6254
725	1202	6251
726	1204	6250
727	1205	6247
728	1207	6244
729	1208	6242
730	1210	6238
731	1211	6236
732	1213	6236
733	1215	6235
734	1216	6232
735	1218	6230
736	1219	6228
737	1221	6225
738	1222	6224
739	1224	6220
740	1226	6220
741	1227	6216
742	1229	6214
743	1230	6212
744	1232	6210
745	1234	6211
746	1236	6210
747	1237	6207
748	1239	6206
749	1240	6203
750	1242	6202
751	1244	6202
752	1246	6200
753	1247	6197
754	1249	6196
755	1250	6194
756	1252	6194
757	1254	6191
758	1256	6191
759	1257	6189
760	1259	6189
761	1261	6188
762	1263	6186
763	1265	6186
764	1266	6184
765	1268	6181
766	1269	6178
767	1271	6179
768	1273	6177
769	1274	6175
770	1276	6174
771	1278	6172
772	1279	6170
773	1281	6167
774	1282	6166
775	1284	6163
776	1286	6163
777	1288	6162
778	1289	6159
779	1291	6157
780	1293	6157
781	1294	6155
782	1296	6152
783	1297	6150
784	1298	6147
785	1300	6146
786	1302	6144
787	1304	6144
788	1305	6142
789	1307	6138
790	1308	6136
791	1310	6136
792	1312	6133
793	1313	6130
794	1315	6129
795	1317	6130
796	1318	6128
797	1320	6126
798	1321	6123
799	1323	6122
800	1325	6121
801	1327	6118
802	1328	6114
803	1329	6111
804	1331	6112
805	1332	6108
806	1334	6105
807	1335	6104
808	1337	6103
809	1339	6101
810	1340	6099
811	1342	6099
812	1344	6096
813	1345	6094
814	1347	6092
815	1348	6090
816	1350	6086
817	1351	6085
818	1354	6086
819	1355	6083
820	1357	6080
821	1358	6078
822	1360	6079
823	1361	6075
824	1363	6072
825	1364	6069
826	1366	6067
827	1367	6065
828	1369	6064
829	1370	6061
830	1372	6059
831	1374	6058
832	1375	6055
833	1377	6053
834	1378	6051
835	1380	6051
836	1381	6047
837	1383	6045
838	1385	6043
839	1386	6043
840	1388	6041
841	1389	6038
842	1392	6039
843	1394	6042
844	1397	6043
845	1400	6047
846	1402	6050
847	1406	6059
848	1411	6069
849	1414	6074
850	1418	6080
851	1421	6084
852	1423	6088
853	1426	6090
854	1429	6092
855	1431	6095
856	1434	6097
857	1437	6103
858	1440	6105
859	1444	6115
860	1450	6131
861	1453	6136
862	1458	6145
863	1460	6147
864	1463	6150
865	1466	6153
866	1468	6153
867	1471	6156
868	1473	6157
869	1475	6158
870	1480	6170
871	1483	6170
872	1486	6175
873	1489	6178
874	1491	6180
875	1495	6187
876	1498	6191
877	1502	6198
878	1506	6205
879	1510	6212
880	1512	6212
881	1514	6210
882	1516	6210
883	1517	6208
884	1519	6207
885	1521	6204
886	1524	6207
887	1526	6208
888	1528	6210
889	1531	6212
890	1534	6216
891	1536	6216
892	1539	6220
893	1542	6222
894	1545	6225
895	1547	6225
896	1549	6225
897	1552	6226
898	1555	6229
899	1557	6230
900	1561	6235
901	1565	6243
902	1569	6253
903	1573	6257
904	1578	6268
905	1581	6272
906	1584	6277
907	1586	6275
908	1588	6274
909	1590	6274
910	1593	6278
911	1596	6279
912	1600	6287
913	1602	6287
914	1605	6288
915	1608	6291
916	1610	6293
917	1613	6296
918	1616	6297
919	1619	6302
920	1622	6304
921	1625	6307
922	1628	6310
923	1630	6310
924	1632	6310
925	1635	6313
926	1637	6313
927	1641	6319
928	1647	6331
929	1651	6340
930	1654	6343
931	1657	6345
932	1659	6345
933	1662	6346
934	1664	6347
935	1667	6347
936	1669	6349
937	1672	6353
938	1675	6352
939	1678	6356
940	1687	6380
941	1690	6385
942	1694	6391
943	1696	6391
944	1698	6389
945	1700	6387
946	1710	6416
947	1719	6442
948	1726	6460
949	1731	6470
950	1733	6469
951	1735	6468
952	1738	6471
953	1741	6474
954	1744	6475
955	1747	6476
956	1751	6482
957	1755	6489
958	1758	6491
959	1760	6492
960	1762	6492
961	1764	6491
962	1768	6493
963	1769	6492
964	1773	6496
965	1775	6493
966	1776	6491
967	1778	6488
968	1779	6486
969	1781	6483
970	1783	6480
971	1785	6480
972	1786	6476
973	1788	6473
974	1789	6471
975	1792	6470
976	1793	6467
977	1794	6463
978	1796	6460
979	1798	6458
980	1799	6456
981	1801	6453
982	1802	6450
983	1804	6447
984	1806	6445
985	1807	6443
986	1809	6439
987	1810	6436
988	1812	6433
989	1814	6431
990	1815	6428
991	1817	6425
992	1819	6425
993	1820	6422
994	1822	6420
995	1824	6418
996	1825	6415
997	1827	6411
998	1828	6407
999	1830	6405
1000	1832	6404
1001	1833	6401
1002	1834	6397
1003	1836	6394
1004	1838	6392
1005	1840	6390
1006	1841	6388
1007	1843	6386
1008	1845	6383
1009	1846	6380
1010	1847	6377
1011	1849	6375
1012	1851	6371
1013	1852	6369
1014	1854	6366
1015	1856	6365
1016	1858	6363
1017	1859	6360
1018	1861	6358
1019	1863	6356
1020	1864	6354
1021	1866	6352
1022	1868	6350
1023	1869	6347
1024	1871	6345
1025	1873	6343
1026	1874	6340
1027	1876	6337
1028	1878	6337
1029	1880	6334
1030	1881	6331
1031	1883	6328
1032	1885	6326
1033	1886	6324
1034	1887	6320
1035	1889	6319
1036	1891	6317
1037	1893	6314
1038	1894	6312
1039	1896	6309
1040	1898	6308
1041	1900	6305
1042	1901	6303
1043	1903	6301
1044	1905	6298
1045	1922	6348
1046	1924	6345
1047	1925	6343
1048	1927	6340
1049	1929	6338
1050	1930	6335
1051	1932	6333
1052	1933	6330
1053	1935	6327
1054	1937	6325
1055	1938	6322
1056	1940	6321
1057	1942	6318
1058	1943	6314
1059	1944	6310
1060	1945	6307
1061	1947	6306
1062	1949	6302
1063	1950	6299
1064	1952	6297
1065	1954	6294
1066	1955	6291
1067	1956	6288
1068	1958	6284
1069	1959	6282
1070	1961	6279
1071	1962	6276
1072	1964	6273
1073	1966	6272
1074	1967	6269
1075	1969	6266
1076	1970	6263
1077	1971	6259
1078	1972	6254
1079	1974	6252
1080	1976	6249
1081	1977	6246
1082	1978	6242
1083	1979	6239
1084	1981	6236
1085	1983	6235
1086	1985	6233
1087	1986	6230
1088	1988	6228
1089	1990	6225
1090	1991	6222
1091	1993	6221
1092	1994	6218
1093	1996	6214
1094	1997	6212
1095	1999	6209
1096	2000	6206
1097	2002	6203
1098	2003	6199
1099	2005	6197
1100	2006	6194
1101	2007	6190
1102	2008	6187
1103	2010	6185
1104	2012	6182
1105	2013	6178
1106	2014	6174
1107	2015	6171
1108	2017	6167
1109	2018	6164
1110	2019	6161
1111	2021	6158
1112	2022	6156
1113	2024	6152
1114	2025	6149
1115	2027	6146
1116	2028	6143
1117	2029	6140
1118	2030	6136
1119	2032	6133
1120	2034	6132
1121	2035	6128
1122	2037	6125
1123	2038	6122
1124	2040	6120
1125	2041	6118
1126	2043	6115
1127	2044	6111
1128	2045	6108
1129	2047	6106
1130	2048	6102
1131	2050	6099
1132	2051	6096
1133	2052	6093
1134	2054	6090
1135	2055	6087
1136	2057	6084
1137	2058	6082
1138	2060	6079
1139	2061	6075
1140	2062	6071
1141	2063	6068
1142	2065	6065
1143	2066	6062
1144	2067	6059
1145	2069	6056
1146	2070	6053
1147	2072	6050
1148	2073	6047
1149	2075	6045
1150	2076	6041
1151	2077	6038
1152	2078	6034
1153	2079	6030
1154	2081	6027
1155	2082	6024
1156	2084	6021
1157	2085	6019
1158	2086	6016
1159	2088	6013
1160	2089	6009
1161	2090	6006
1162	2092	6003
1163	2093	6000
1164	2095	5997
1165	2097	5996
1166	2098	5993
1167	2099	5989
1168	2101	5987
1169	2102	5984
1170	2104	5983
1171	2106	5980
1172	2107	5978
1173	2109	5975
1174	2110	5973
1175	2112	5970
1176	2113	5967
1177	2115	5964
1178	2116	5961
1179	2117	5958
1180	2119	5956
1181	2120	5953
1182	2122	5950
1183	2123	5947
1184	2125	5944
1185	2126	5941
1186	2127	5939
1187	2129	5937
1188	2131	5934
1189	2132	5931
1190	2133	5928
1191	2135	5927
1192	2137	5924
1193	2138	5920
1194	2139	5917
1195	2140	5913
1196	2141	5910
1197	2143	5909
1198	2145	5906
1199	2146	5902
1200	2147	5899
1201	2149	5898
1202	2151	5895
1203	2152	5891
1204	2153	5888
1205	2155	5886
1206	2156	5883
1207	2157	5879
1208	2158	5876
1209	2160	5874
1210	2161	5871
1211	2163	5868
1212	2164	5865
1213	2165	5861
1214	2166	5858
1215	2168	5856
1216	2169	5853
1217	2171	5850
1218	2172	5847
1219	2173	5843
1220	2174	5840
1221	2176	5837
1222	2177	5834
1223	2178	5831
1224	2180	5828
1225	2181	5825
1226	2182	5821
1227	2184	5820
1228	2185	5817
1229	2187	5814
1230	2188	5812
1231	2190	5809
1232	2191	5807
1233	2193	5804
1234	2194	5801
1235	2195	5798
1236	2197	5795
1237	2198	5792
1238	2199	5789
1239	2200	5785
1240	2202	5783
1241	2203	5781
1242	2205	5777
1243	2206	5774
1244	2207	5772
1245	2209	5769
1246	2210	5765
1247	2211	5763
1248	2213	5761
1249	2214	5758
1250	2216	5755
1251	2217	5753
1252	2219	5750
1253	2220	5747
1254	2221	5744
1255	2223	5741
1256	2224	5738
1257	2225	5736
1258	2227	5733
1259	2228	5730
1260	2230	5728
1261	2231	5725
1262	2233	5723
1263	2234	5721
1264	2236	5719
1265	2238	5717
1266	2239	5714
1267	2241	5712
1268	2243	5711
1269	2244	5708
1270	2246	5706
1271	2247	5703
1272	2249	5701
1273	2250	5698
1274	2251	5695
1275	2253	5692
1276	2254	5690
1277	2256	5688
1278	2257	5685
1279	2259	5683
1280	2260	5680
1281	2262	5678
1282	2263	5676
1283	2265	5673
1284	2266	5671
1285	2268	5669
1286	2269	5666
1287	2271	5664
1288	2273	5662
1289	2274	5660
1290	2275	5657
1291	2277	5654
1292	2278	5651
1293	2280	5649
1294	2281	5647
1295	2283	5644
1296	2284	5641
1297	2285	5638
1298	2287	5637
1299	2289	5635
1300	2290	5633
1301	2292	5630
1302	2294	5629
1303	2296	5628
1304	2297	5625
1305	2299	5623
1306	2300	5620
1307	2302	5619
1308	2304	5617
1309	2306	5615
1310	2307	5613
1311	2309	5610
1312	2310	5608
1313	2312	5606
1314	2313	5604
1315	2315	5602
1316	2316	5599
1317	2318	5597
1318	2320	5596
1319	2322	5595
1320	2323	5592
1321	2325	5589
1322	2326	5586
1323	2328	5584
1324	2329	5582
1325	2331	5580
1326	2332	5578
1327	2334	5575
1328	2335	5573
1329	2337	5570
1330	2338	5567
1331	2339	5564
1332	2341	5562
1333	2343	5561
1334	2344	5558
1335	2345	5555
1336	2347	5553
1337	2349	5551
1338	2350	5548
1339	2351	5545
1340	2352	5542
1341	2354	5540
1342	2356	5539
1343	2357	5537
1344	2359	5534
1345	2361	5532
1346	2362	5531
1347	2364	5529
1348	2366	5526
1349	2367	5524
1350	2369	5523
1351	2371	5521
1352	2372	5518
1353	2374	5517
1354	2376	5515
1355	2377	5513
1356	2379	5510
1357	2380	5508
1358	2382	5506
1359	2384	5504
1360	2385	5503
1361	2387	5500
1362	2388	5497
1363	2390	5497
1364	2392	5494
1365	2393	5491
1366	2395	5490
1367	2397	5489
1368	2398	5485
1369	2400	5483
1370	2402	5482
1371	2403	5480
1372	2405	5477
1373	2406	5475
1374	2408	5472
1375	2409	5471
1376	2411	5468
1377	2412	5466
1378	2414	5463
1379	2415	5461
1380	2417	5459
1381	2418	5456
1382	2419	5454
1383	2421	5452
1384	2423	5450
1385	2425	5448
1386	2427	5447
1387	2428	5445
1388	2430	5443
1389	2431	5440
1390	2433	5439
1391	2435	5437
1392	2436	5434
1393	2437	5431
1394	2439	5429
1395	2441	5428
1396	2442	5426
1397	2444	5424
1398	2446	5422
1399	2447	5420
1400	2449	5418
1401	2451	5416
1402	2452	5413
1403	2454	5412
1404	2456	5410
1405	2457	5408
1406	2458	5405
1407	2460	5402
1408	2462	5401
1409	2463	5398
1410	2464	5396
1411	2466	5394
1412	2468	5392
1413	2469	5390
1414	2471	5387
1415	2472	5385
1416	2474	5383
1417	2475	5381
1418	2477	5378
1419	2478	5375
1420	2480	5373
1421	2481	5372
1422	2483	5369
1423	2484	5366
1424	2485	5364
1425	2487	5362
1426	2488	5359
1427	2490	5357
1428	2491	5354
1429	2493	5352
1430	2495	5351
1431	2496	5348
1432	2498	5346
1433	2499	5343
1434	2500	5340
1435	2502	5338
1436	2503	5336
1437	2504	5333
1438	2506	5330
1439	2507	5328
1440	2509	5326
1441	2510	5324
1442	2512	5322
1443	2513	5320
1444	2515	5317
1445	2517	5316
1446	2518	5314
1447	2520	5311
1448	2521	5309
1449	2522	5306
1450	2524	5304
1451	2525	5301
1452	2527	5299
1453	2528	5296
1454	2530	5295
1455	2531	5292
1456	2532	5289
1457	2534	5287
1458	2535	5285
1459	2537	5283
1460	2538	5280
1461	2540	5278
1462	2541	5275
1463	2542	5273
1464	2544	5271
1465	2545	5268
1466	2547	5266
1467	2548	5263
1468	2550	5261
1469	2551	5259
1470	2553	5257
1471	2554	5254
1472	2555	5252
1473	2557	5250
1474	2558	5247
1475	2560	5245
1476	2561	5243
1477	2563	5241
1478	2565	5239
1479	2566	5237
1480	2568	5234
1481	2569	5232
1482	2570	5229
1483	2572	5228
1484	2574	5226
1485	2575	5223
1486	2576	5221
1487	2578	5219
1488	2580	5217
1489	2581	5215
1490	2583	5213
1491	2584	5211
1492	2586	5209
1493	2588	5207
1494	2589	5205
1495	2591	5203
1496	2592	5200
1497	2594	5200
1498	2596	5198
1499	2597	5195
1500	2599	5194
1501	2601	5192
1502	2602	5190
1503	2604	5188
1504	2606	5186
1505	2607	5184
1506	2609	5182
1507	2611	5180
1508	2612	5178
1509	2613	5175
1510	2615	5174
1511	2617	5172
1512	2619	5170
1513	2620	5168
1514	2622	5166
1515	2623	5164
1516	2625	5162
1517	2636	5178
1518	2637	5176
1519	2639	5175
1520	2641	5173
1521	2643	5172
1522	2644	5169
1523	2646	5167
1524	2648	5166
1525	2650	5165
1526	2651	5162
1527	2653	5161
1528	2655	5159
1529	2657	5158
1530	2658	5156
1531	2660	5155
1532	2662	5153
1533	2664	5151
1534	2666	5150
1535	2667	5148
1536	2669	5146
1537	2671	5144
1538	2673	5142
1539	2674	5140
1540	2675	5138
1541	2677	5135
1542	2678	5133
1543	2681	5132
1544	2682	5130
1545	2685	5130
1546	2686	5127
1547	2687	5125
1548	2689	5124
1549	2691	5122
1550	2693	5120
1551	2694	5118
1552	2696	5116
1553	2698	5115
1554	2700	5114
1555	2702	5112
1556	2704	5111
1557	2705	5108
1558	2707	5107
1559	2708	5105
1560	2711	5104
1561	2712	5102
1562	2715	5101
1563	2716	5100
1564	2718	5098
1565	2720	5096
1566	2722	5094
1567	2723	5093
1568	2725	5091
1569	2727	5090
1570	2729	5088
1571	2731	5086
1572	2732	5084
1573	2734	5083
1574	2736	5082
1575	2738	5080
1576	2740	5079
1577	2742	5078
1578	2744	5076
1579	2745	5074
1580	2747	5072
1581	2749	5072
1582	2751	5070
1583	2753	5068
1584	2754	5066
1585	2756	5064
1586	2757	5061
1587	2759	5060
1588	2760	5057
1589	2762	5055
1590	2763	5053
1591	2765	5051
1592	2767	5049
1593	2769	5049
1594	2771	5048
1595	2773	5046
1596	2775	5044
1597	2777	5043
1598	2779	5042
1599	2781	5041
1600	2783	5040
1601	2785	5038
1602	2787	5037
1603	2788	5035
1604	2790	5033
1605	2792	5032
1606	2794	5030
1607	2796	5028
1608	2797	5026
1609	2799	5025
1610	2801	5024
1611	2803	5022
1612	2805	5021
1613	2807	5019
1614	2808	5017
1615	2810	5015
1616	2812	5014
1617	2814	5012
1618	2815	5010
1619	2817	5009
1620	2819	5007
1621	2821	5006
1622	2822	5003
1623	2824	5002
1624	2826	4999
1625	2827	4997
1626	2829	4995
1627	2831	4994
1628	2832	4992
1629	2834	4990
1630	2836	4988
1631	2838	4987
1632	2839	4985
1633	2841	4983
1634	2842	4981
1635	2844	4979
1636	2845	4976
1637	2847	4974
1638	2848	4972
1639	2850	4971
1640	2851	4968
1641	2853	4967
1642	2855	4965
1643	2857	4963
1644	2858	4961
1645	2860	4959
1646	2862	4957
1647	2863	4955
1648	2865	4954
1649	2867	4952
1650	2868	4949
1651	2869	4947
1652	2871	4945
1653	2873	4944
1654	2874	4942
1655	2876	4940
1656	2878	4938
1657	2880	4937
1658	2882	4935
1659	2883	4933
1660	2885	4932
1661	2887	4930
1662	2889	4928
1663	2891	4927
1664	2892	4925
1665	2894	4923
1666	2896	4921
1667	2897	4919
1668	2898	4917
1669	2900	4915
1670	2903	4914
1671	2904	4912
1672	2906	4911
1673	2908	4909
1674	2910	4908
1675	2911	4906
1676	2913	4904
1677	2915	4902
1678	2916	4899
1679	2917	4898
1680	2919	4895
1681	2921	4894
1682	2923	4892
1683	2925	4891
1684	2926	4889
1685	2929	4889
1686	2930	4886
1687	2932	4884
1688	2933	4883
1689	2936	4882
1690	2938	4880
1691	2939	4878
1692	2941	4876
1693	2943	4875
1694	2944	4873
1695	2946	4871
1696	2947	4869
1697	2949	4867
1698	2950	4864
1699	2952	4862
1700	2953	4860
1701	2955	4858
1702	2957	4856
1703	2958	4854
1704	2960	4852
1705	2961	4850
1706	2963	4848
1707	2965	4846
1708	2966	4845
1709	2968	4842
1710	2970	4841
1711	2971	4839
1712	2973	4838
1713	2975	4835
1714	2977	4834
1715	2978	4832
1716	2980	4830
1717	2981	4828
1718	2983	4826
1719	2985	4825
1720	2987	4823
1721	2988	4820
1722	2989	4818
1723	2991	4817
1724	2993	4815
1725	2995	4814
1726	2997	4812
1727	2998	4810
1728	3000	4809
