iter	Passed	Remaining
1729	3002	4808
1730	3005	4807
1731	3007	4805
1732	3008	4804
1733	3011	4803
1734	3013	4802
1735	3015	4800
1736	3017	4799
1737	3019	4797
1738	3020	4796
1739	3022	4794
1740	3024	4792
1741	3026	4791
1742	3028	4790
1743	3029	4788
1744	3031	4786
1745	3033	4784
1746	3034	4782
1747	3036	4781
1748	3038	4778
1749	3040	4777
1750	3041	4775
1751	3043	4774
1752	3045	4772
1753	3047	4771
1754	3049	4769
1755	3050	4767
1756	3052	4765
1757	3054	4764
1758	3055	4762
1759	3057	4760
1760	3059	4758
1761	3060	4756
1762	3063	4755
1763	3065	4754
1764	3066	4752
1765	3069	4751
1766	3071	4750
1767	3072	4748
1768	3074	4746
1769	3075	4743
1770	3077	4741
1771	3079	4740
1772	3080	4738
1773	3082	4736
1774	3083	4733
1775	3085	4731
1776	3086	4729
1777	3087	4727
1778	3089	4725
1779	3091	4723
1780	3092	4721
1781	3093	4718
1782	3095	4717
1783	3097	4715
1784	3098	4712
1785	3100	4710
1786	3102	4709
1787	3104	4708
1788	3105	4705
1789	3107	4704
1790	3109	4703
1791	3111	4701
1792	3112	4699
1793	3114	4697
1794	3116	4695
1795	3117	4694
1796	3119	4691
1797	3120	4689
1798	3121	4687
1799	3123	4685
1800	3124	4683
1801	3126	4680
1802	3127	4678
1803	3129	4676
1804	3130	4674
1805	3132	4672
1806	3133	4669
1807	3135	4668
1808	3136	4666
1809	3138	4664
1810	3140	4662
1811	3141	4660
1812	3143	4658
1813	3145	4656
1814	3146	4655
1815	3148	4653
1816	3150	4651
1817	3152	4650
1818	3154	4648
1819	3156	4647
1820	3157	4645
1821	3159	4643
1822	3160	4641
1823	3162	4639
1824	3163	4637
1825	3165	4635
1826	3167	4633
1827	3168	4631
1828	3170	4629
1829	3171	4627
1830	3173	4625
1831	3174	4622
1832	3176	4621
1833	3177	4619
1834	3179	4617
1835	3180	4615
1836	3182	4613
1837	3183	4611
1838	3185	4609
1839	3186	4606
1840	3188	4605
1841	3189	4602
1842	3191	4600
1843	3192	4598
1844	3194	4596
1845	3195	4594
1846	3197	4592
1847	3198	4590
1848	3200	4588
1849	3202	4586
1850	3203	4584
1851	3204	4582
1852	3206	4580
1853	3208	4578
1854	3209	4576
1855	3211	4574
1856	3212	4572
1857	3214	4570
1858	3215	4568
1859	3217	4566
1860	3218	4564
1861	3220	4562
1862	3221	4559
1863	3223	4558
1864	3224	4555
1865	3225	4553
1866	3227	4551
1867	3228	4549
1868	3230	4547
1869	3232	4545
1870	3233	4544
1871	3235	4542
1872	3237	4540
1873	3238	4538
1874	3240	4536
1875	3241	4533
1876	3242	4531
1877	3244	4529
1878	3246	4528
1879	3247	4526
1880	3249	4524
1881	3250	4522
1882	3252	4519
1883	3253	4517
1884	3255	4516
1885	3256	4514
1886	3258	4511
1887	3259	4509
1888	3261	4508
1889	3263	4506
1890	3264	4504
1891	3266	4502
1892	3268	4501
1893	3269	4499
1894	3271	4497
1895	3272	4495
1896	3274	4492
1897	3276	4491
1898	3277	4489
1899	3279	4487
1900	3280	4485
1901	3282	4483
1902	3283	4480
1903	3285	4479
1904	3286	4476
1905	3287	4474
1906	3291	4475
1907	3293	4473
1908	3294	4471
1909	3296	4469
1910	3298	4468
1911	3300	4467
1912	3302	4466
1913	3304	4464
1914	3306	4462
1915	3307	4461
1916	3309	4459
1917	3310	4456
1918	3312	4454
1919	3313	4453
1920	3315	4450
1921	3316	4448
1922	3318	4447
1923	3319	4444
1924	3320	4442
1925	3322	4440
1926	3324	4438
1927	3325	4436
1928	3326	4434
1929	3328	4432
1930	3330	4430
1931	3331	4428
1932	3332	4426
1933	3334	4424
1934	3335	4421
1935	3337	4419
1936	3339	4418
1937	3340	4416
1938	3342	4414
1939	3343	4412
1940	3345	4410
1941	3346	4407
1942	3348	4406
1943	3350	4404
1944	3351	4402
1945	3352	4400
1946	3354	4398
1947	3355	4396
1948	3357	4394
1949	3364	4399
1950	3366	4398
1951	3367	4396
1952	3369	4393
1953	3370	4392
1954	3372	4390
1955	3373	4387
1956	3375	4385
1957	3376	4383
1958	3377	4381
1959	3379	4379
1960	3381	4377
1961	3382	4375
1962	3383	4373
1963	3385	4370
1964	3386	4369
1965	3388	4367
1966	3389	4364
1967	3390	4362
1968	3392	4360
1969	3393	4358
1970	3395	4356
1971	3396	4354
1972	3398	4352
1973	3399	4350
1974	3401	4348
1975	3402	4346
1976	3404	4344
1977	3406	4343
1978	3408	4341
1979	3409	4339
1980	3411	4337
1981	3412	4335
1982	3414	4333
1983	3416	4332
1984	3418	4331
1985	3420	4329
1986	3421	4327
1987	3423	4325
1988	3425	4324
1989	3427	4322
1990	3428	4320
1991	3430	4319
1992	3433	4318
1993	3435	4317
1994	3437	4315
1995	3439	4314
1996	3441	4312
1997	3442	4311
1998	3445	4310
1999	3447	4308
2000	3448	4307
2001	3450	4305
2002	3452	4303
2003	3453	4301
2004	3455	4300
2005	3457	4299
2006	3459	4297
2007	3461	4295
2008	3462	4293
2009	3464	4292
2010	3467	4291
2011	3468	4289
2012	3470	4287
2013	3471	4285
2014	3474	4284
2015	3475	4282
2016	3477	4280
2017	3478	4278
2018	3480	4277
2019	3481	4274
2020	3483	4272
2021	3485	4271
2022	3486	4269
2023	3488	4267
2024	3489	4265
2025	3491	4263
2026	3493	4262
2027	3495	4260
2028	3496	4258
2029	3498	4256
2030	3500	4254
2031	3501	4252
2032	3503	4250
2033	3504	4248
2034	3506	4247
2035	3507	4245
2036	3509	4243
2037	3510	4241
2038	3512	4239
2039	3513	4237
2040	3515	4235
2041	3517	4233
2042	3518	4231
2043	3520	4230
2044	3522	4228
2045	3523	4226
2046	3525	4224
2047	3526	4222
2048	3528	4220
2049	3529	4218
2050	3530	4215
2051	3531	4213
2052	3533	4211
2053	3534	4209
2054	3536	4207
2055	3537	4205
2056	3539	4203
2057	3540	4200
2058	3541	4198
2059	3543	4197
2060	3545	4195
2061	3546	4193
2062	3547	4190
2063	3549	4189
2064	3550	4187
2065	3552	4185
2066	3553	4182
2067	3555	4181
2068	3557	4179
2069	3558	4177
2070	3560	4175
2071	3561	4173
2072	3563	4171
2073	3564	4169
2074	3565	4167
2075	3567	4165
2076	3569	4163
2077	3570	4161
2078	3588	4178
2079	3589	4176
2080	3591	4174
2081	3592	4172
2082	3594	4170
2083	3595	4168
2084	3597	4166
2085	3598	4164
2086	3599	4161
2087	3601	4160
2088	3602	4157
2089	3603	4155
2090	3604	4153
2091	3606	4151
2092	3607	4149
2093	3609	4146
2094	3610	4144
2095	3611	4142
2096	3612	4140
2097	3613	4137
2098	3615	4135
2099	3616	4132
2100	3618	4131
2101	3619	4129
2102	3621	4127
2103	3622	4125
2104	3623	4122
2105	3624	4120
2106	3626	4119
2107	3628	4117
2108	3629	4114
2109	3630	4112
2110	3632	4111
2111	3634	4109
2112	3635	4107
2113	3637	4105
2114	3639	4104
2115	3641	4103
2116	3645	4103
2117	3647	4102
2118	3649	4101
2119	3651	4099
2120	3665	4110
2121	3670	4113
2122	3673	4113
2123	3676	4112
2124	3677	4110
2125	3679	4108
2126	3681	4106
2127	3682	4105
2128	3684	4103
2129	3685	4101
2130	3687	4099
2131	3689	4097
2132	3690	4095
2133	3692	4094
2134	3694	4092
2135	3695	4090
2136	3697	4088
2137	3699	4086
2138	3700	4084
2139	3702	4083
2140	3710	4088
2141	3712	4086
2142	3713	4084
2143	3715	4082
2144	3716	4080
2145	3717	4078
2146	3719	4076
2147	3720	4073
2148	3721	4071
2149	3723	4070
2150	3725	4068
2151	3727	4066
2152	3728	4064
2153	3730	4062
2154	3731	4060
2155	3732	4058
2156	3734	4056
2157	3735	4054
2158	3736	4051
2159	3738	4050
2160	3740	4048
2161	3741	4046
2162	3743	4044
2163	3744	4042
2164	3746	4040
2165	3747	4038
2166	3748	4035
2167	3750	4033
2168	3751	4031
2169	3753	4030
2170	3754	4028
2171	3756	4026
2172	3757	4023
2173	3759	4022
2174	3760	4020
2175	3762	4018
2176	3763	4016
2177	3765	4014
2178	3766	4012
2179	3768	4010
2180	3770	4008
2181	3771	4006
2182	3773	4005
2183	3774	4002
2184	3776	4000
2185	3777	3999
2186	3779	3997
2187	3780	3994
2188	3781	3992
2189	3783	3990
2190	3784	3988
2191	3786	3986
2192	3787	3984
2193	3789	3982
2194	3790	3980
2195	3792	3978
2196	3793	3976
2197	3795	3974
2198	3796	3972
2199	3797	3970
2200	3799	3968
2201	3801	3966
2202	3802	3964
2203	3803	3962
2204	3805	3960
2205	3807	3958
2206	3808	3956
2207	3809	3954
2208	3811	3953
2209	3813	3951
2210	3814	3949
2211	3816	3947
2212	3817	3945
2213	3819	3943
2214	3820	3941
2215	3821	3939
2216	3823	3936
2217	3824	3934
2218	3826	3933
2219	3827	3931
2220	3829	3929
2221	3830	3926
2222	3831	3924
2223	3833	3922
2224	3834	3920
2225	3835	3918
2226	3837	3916
2227	3838	3914
2228	3840	3912
2229	3841	3910
2230	3843	3908
2231	3845	3907
2232	3847	3905
2233	3848	3903
2234	3850	3901
2235	3851	3899
2236	3853	3897
2237	3854	3895
2238	3856	3893
2239	3857	3892
2240	3859	3890
2241	3860	3888
2242	3862	3886
2243	3864	3885
2244	3865	3883
2245	3867	3881
2246	3869	3879
2247	3870	3877
2248	3871	3875
2249	3874	3874
2250	3875	3872
2251	3877	3870
2252	3878	3868
2253	3880	3866
2254	3881	3864
2255	3883	3862
2256	3884	3860
2257	3886	3858
2258	3887	3856
2259	3889	3855
2260	3890	3853
2261	3892	3851
2262	3894	3849
2263	3896	3847
2264	3897	3845
2265	3898	3843
2266	3900	3841
2267	3901	3839
2268	3903	3837
2269	3904	3836
2270	3906	3834
2271	3908	3832
2272	3909	3830
2273	3911	3828
2274	3912	3826
2275	3914	3824
2276	3915	3822
2277	3917	3820
2278	3919	3819
2279	3920	3817
2280	3922	3815
2281	3923	3813
2282	3925	3811
2283	3926	3809
2284	3928	3807
2285	3929	3805
2286	3931	3804
2287	3932	3802
2288	3934	3800
2289	3936	3798
2290	3937	3796
2291	3939	3795
2292	3941	3793
2293	3942	3791
2294	3944	3789
2295	3946	3788
2296	3947	3786
2297	3949	3784
2298	3951	3783
2299	3953	3781
2300	3955	3779
2301	3956	3778
2302	3958	3776
2303	3960	3774
2304	3961	3772
2305	3963	3770
2306	3965	3769
2307	3966	3767
2308	3968	3765
2309	3970	3763
2310	3971	3761
2311	3973	3760
2312	3974	3758
2313	3976	3756
2314	3977	3754
2315	3979	3752
2316	3981	3751
2317	3983	3749
2318	3984	3747
2319	3986	3745
2320	3987	3743
2321	3988	3741
2322	3990	3739
2323	3992	3738
2324	3994	3736
2325	3995	3734
2326	3997	3732
2327	3999	3731
2328	4000	3729
2329	4002	3727
2330	4003	3725
2331	4005	3723
2332	4006	3721
2333	4008	3720
2334	4010	3718
2335	4012	3716
2336	4013	3714
2337	4014	3712
2338	4016	3710
2339	4018	3709
2340	4019	3707
2341	4021	3705
2342	4023	3703
2343	4025	3702
2344	4026	3700
2345	4028	3698
2346	4029	3696
2347	4031	3695
2348	4033	3693
2349	4035	3691
2350	4036	3690
2351	4038	3688
2352	4040	3686
2353	4042	3685
2354	4045	3684
2355	4052	3687
2356	4054	3686
2357	4056	3685
2358	4059	3684
2359	4061	3683
2360	4064	3682
2361	4066	3681
2362	4069	3680
2363	4074	3681
2364	4077	3680
2365	4080	3680
2366	4084	3680
2367	4087	3680
2368	4111	3698
2369	4139	3720
2370	4142	3719
2371	4144	3717
2372	4147	3717
2373	4150	3717
2374	4153	3716
2375	4164	3723
2376	4167	3721
2377	4169	3720
2378	4230	3771
2379	4260	3794
2380	4281	3810
2381	4282	3808
2382	4290	3811
2383	4296	3813
2384	4300	3813
2385	4303	3813
2386	4308	3813
2387	4310	3811
2388	4312	3810
2389	4318	3812
2390	4324	3814
2391	4326	3813
2392	4329	3812
2393	4332	3811
2394	4336	3811
2395	4338	3809
2396	4340	3807
2397	4342	3806
2398	4344	3804
2399	4345	3802
2400	4347	3800
2401	4349	3798
2402	4351	3796
2403	4352	3794
2404	4353	3792
2405	4355	3790
2406	4357	3789
2407	4359	3787
2408	4361	3785
2409	4363	3783
2410	4365	3782
2411	4367	3780
2412	4368	3778
2413	4370	3776
2414	4372	3774
2415	4373	3772
2416	4375	3770
2417	4377	3769
2418	4378	3767
2419	4380	3765
2420	4383	3763
2421	4384	3761
2422	4386	3760
2423	4388	3758
2424	4390	3757
2425	4392	3755
2426	4394	3753
2427	4395	3751
2428	4397	3749
2429	4399	3747
2430	4400	3745
2431	4401	3743
2432	4403	3741
2433	4405	3739
2434	4407	3737
2435	4409	3735
2436	4411	3734
2437	4412	3732
2438	4414	3730
2439	4416	3728
2440	4417	3726
2441	4419	3724
2442	4420	3722
2443	4423	3721
2444	4425	3719
2445	4427	3718
2446	4429	3716
2447	4431	3714
2448	4433	3713
2449	4435	3711
2450	4438	3710
2451	4439	3708
2452	4441	3706
2453	4443	3704
2454	4445	3702
2455	4446	3700
2456	4448	3699
2457	4450	3697
2458	4453	3696
2459	4454	3693
2460	4456	3692
2461	4457	3690
2462	4459	3688
2463	4461	3686
2464	4463	3684
2465	4465	3682
2466	4467	3681
2467	4469	3679
2468	4471	3677
2469	4473	3676
2470	4474	3674
2471	4477	3672
2472	4478	3670
2473	4479	3668
2474	4481	3666
2475	4483	3664
2476	4485	3662
2477	4486	3661
2478	4488	3659
2479	4489	3656
2480	4491	3654
2481	4492	3652
2482	4494	3650
2483	4496	3649
2484	4498	3647
2485	4500	3645
2486	4501	3643
2487	4503	3641
2488	4504	3639
2489	4507	3638
2490	4508	3636
2491	4510	3634
2492	4512	3633
2493	4516	3633
2494	4520	3632
2495	4524	3632
2496	4526	3630
2497	4527	3628
2498	4529	3626
2499	4531	3625
2500	4533	3623
2501	4534	3621
2502	4536	3619
2503	4537	3617
2504	4539	3615
2505	4541	3613
2506	4542	3611
2507	4544	3609
2508	4546	3607
2509	4547	3605
2510	4549	3603
2511	4550	3601
2512	4552	3599
2513	4554	3597
2514	4556	3596
2515	4557	3594
2516	4559	3592
2517	4561	3590
2518	4562	3588
2519	4564	3586
2520	4566	3584
2521	4567	3582
2522	4569	3580
2523	4570	3578
2524	4571	3575
2525	4573	3573
2526	4575	3572
2527	4577	3570
2528	4578	3568
2529	4580	3566
2530	4581	3564
2531	4583	3562
2532	4585	3560
2533	4587	3559
2534	4589	3557
2535	4590	3555
2536	4592	3553
2537	4593	3551
2538	4595	3549
2539	4597	3547
2540	4598	3545
2541	4600	3543
2542	4601	3541
2543	4603	3539
2544	4605	3537
2545	4607	3535
2546	4608	3533
2547	4610	3531
2548	4611	3529
2549	4613	3527
2550	4615	3525
2551	4616	3524
2552	4618	3522
2553	4620	3520
2554	4622	3518
2555	4623	3516
2556	4625	3514
2557	4627	3513
2558	4629	3511
2559	4631	3509
2560	4633	3507
2561	4634	3505
2562	4636	3503
2563	4637	3501
2564	4639	3499
2565	4640	3497
2566	4642	3495
2567	4644	3493
2568	4645	3491
2569	4646	3489
2570	4658	3495
2571	4660	3493
2572	4662	3491
2573	4663	3489
2574	4665	3487
2575	4666	3485
2576	4668	3483
2577	4670	3481
2578	4672	3480
2579	4673	3478
2580	4675	3476
2581	4676	3474
2582	4678	3472
2583	4680	3470
2584	4681	3468
2585	4682	3466
2586	4684	3463
2587	4685	3461
2588	4687	3459
2589	4689	3458
2590	4690	3456
2591	4692	3453
2592	4694	3452
2593	4695	3450
2594	4696	3448
2595	4698	3445
2596	4699	3443
2597	4701	3441
2598	4702	3439
2599	4704	3437
2600	4705	3435
2601	4706	3433
2602	4708	3431
2603	4709	3429
2604	4711	3427
2605	4712	3425
2606	4713	3422
2607	4715	3420
2608	4716	3418
2609	4718	3416
2610	4719	3414
2611	4721	3412
2612	4723	3410
2613	4724	3408
2614	4725	3406
2615	4727	3404
2616	4728	3402
2617	4730	3400
2618	4731	3398
2619	4732	3395
2620	4734	3393
2621	4735	3391
2622	4736	3389
2623	4738	3387
2624	4739	3385
2625	4740	3383
2626	4741	3380
2627	4742	3378
2628	4744	3376
2629	4745	3374
2630	4746	3372
2631	4748	3369
2632	4749	3367
2633	4751	3365
2634	4752	3364
2635	4754	3362
2636	4755	3359
2637	4756	3357
2638	4757	3355
2639	4759	3353
2640	4760	3351
2641	4762	3348
2642	4763	3346
2643	4764	3344
2644	4765	3342
2645	4767	3340
2646	4768	3338
2647	4769	3335
2648	4770	3333
2649	4772	3331
2650	4773	3329
2651	4774	3327
2652	4776	3325
2653	4777	3323
2654	4779	3321
2655	4780	3319
2656	4781	3316
2657	4783	3314
2658	4785	3313
2659	4786	3310
2660	4787	3308
2661	4788	3306
2662	4789	3304
2663	4791	3301
2664	4792	3299
2665	4793	3297
2666	4794	3295
2667	4796	3293
2668	4797	3290
2669	4798	3288
2670	4799	3286
2671	4800	3284
2672	4801	3282
2673	4803	3280
2674	4804	3277
2675	4805	3275
2676	4807	3273
2677	4808	3271
2678	4809	3269
2679	4810	3266
2680	4811	3264
2681	4813	3262
2682	4814	3260
2683	4815	3257
2684	4816	3255
2685	4817	3253
2686	4819	3251
2687	4820	3249
2688	4821	3247
2689	4823	3245
2690	4824	3243
2691	4826	3241
2692	4828	3239
2693	4829	3237
2694	4831	3235
2695	4832	3233
2696	4833	3231
2697	4835	3229
2698	4836	3227
2699	4838	3225
2700	4839	3223
2701	4841	3221
2702	4842	3219
2703	4844	3217
2704	4845	3215
2705	4847	3213
2706	4848	3211
2707	4849	3209
2708	4850	3206
2709	4852	3205
2710	4854	3203
2711	4855	3201
2712	4856	3198
2713	4858	3196
2714	4859	3194
2715	4860	3192
2716	4861	3190
2717	4863	3188
2718	4864	3186
2719	4865	3184
2720	4866	3182
2721	4868	3179
2722	4869	3177
2723	4871	3175
2724	4872	3173
2725	4873	3171
2726	4874	3169
2727	4875	3167
2728	4877	3165
2729	4878	3163
2730	4879	3160
2731	4880	3158
2732	4882	3156
2733	4884	3154
2734	4885	3152
2735	4887	3150
2736	4888	3149
2737	4890	3146
2738	4891	3144
2739	4892	3142
2740	4894	3140
2741	4894	3138
2742	4896	3136
2743	4897	3134
2744	4899	3132
2745	4900	3129
2746	4901	3128
2747	4903	3126
2748	4904	3124
2749	4905	3121
2750	4907	3119
2751	4908	3117
2752	4909	3115
2753	4911	3113
2754	4912	3111
2755	4914	3109
2756	4916	3107
2757	4917	3105
2758	4918	3103
2759	4920	3101
2760	4921	3099
2761	4922	3097
2762	4924	3095
2763	4925	3093
2764	4926	3091
2765	4928	3089
2766	4929	3087
2767	4930	3085
2768	4932	3083
2769	4933	3081
2770	4934	3078
2771	4935	3076
2772	4936	3074
2773	4938	3072
2774	4939	3070
2775	4940	3068
2776	4941	3066
2777	4943	3064
2778	4944	3062
2779	4946	3060
2780	4947	3058
2781	4949	3056
2782	4950	3054
2783	4951	3052
2784	4952	3050
2785	4954	3047
2786	4955	3045
2787	4956	3043
2788	4958	3042
2789	4960	3040
2790	4961	3038
2791	4963	3036
2792	4964	3034
2793	4965	3032
2794	4966	3029
2795	4968	3027
2796	4969	3025
2797	4970	3023
2798	4972	3021
2799	4973	3019
2800	4974	3017
2801	4976	3015
2802	4978	3013
2803	4979	3011
2804	4980	3009
2805	4982	3007
2806	4983	3005
2807	4984	3003
2808	4985	3001
2809	4987	2999
2810	4988	2997
2811	4990	2995
2812	4991	2993
2813	4992	2991
2814	4993	2989
2815	4995	2987
2816	4996	2985
2817	4998	2983
2818	4999	2981
2819	5001	2979
2820	5003	2977
2821	5004	2975
2822	5005	2973
2823	5006	2971
2824	5007	2969
2825	5008	2967
2826	5009	2964
2827	5011	2962
2828	5012	2961
2829	5014	2958
2830	5015	2956
2831	5016	2954
2832	5018	2952
2833	5019	2950
2834	5020	2948
2835	5022	2946
2836	5023	2944
2837	5024	2942
2838	5026	2940
2839	5027	2938
2840	5028	2936
2841	5030	2934
2842	5031	2932
2843	5033	2930
2844	5034	2928
2845	5035	2926
2846	5037	2924
2847	5038	2922
2848	5039	2920
2849	5040	2918
2850	5042	2916
2851	5043	2914
2852	5045	2912
2853	5046	2910
2854	5047	2908
2855	5049	2906
2856	5051	2904
2857	5052	2902
2858	5053	2900
2859	5063	2903
2860	5064	2901
2861	5066	2899
2862	5067	2897
2863	5068	2895
2864	5070	2893
2865	5072	2891
2866	5073	2889
2867	5074	2887
2868	5076	2885
2869	5077	2883
2870	5079	2881
2871	5080	2879
2872	5081	2877
2873	5082	2875
2874	5084	2873
2875	5085	2871
2876	5086	2869
2877	5088	2867
2878	5089	2865
2879	5091	2863
2880	5092	2861
2881	5093	2859
2882	5094	2857
2883	5096	2855
2884	5097	2853
2885	5099	2851
2886	5100	2849
2887	5101	2847
2888	5102	2845
2889	5104	2843
2890	5105	2841
2891	5106	2839
2892	5108	2837
2893	5109	2835
2894	5110	2833
2895	5111	2831
2896	5113	2829
2897	5114	2827
2898	5116	2825
2899	5117	2823
2900	5118	2821
2901	5119	2819
2902	5121	2817
2903	5122	2815
2904	5123	2813
2905	5125	2811
2906	5126	2809
2907	5127	2807
2908	5128	2804
2909	5130	2803
2910	5132	2801
2911	5133	2799
2912	5135	2797
2913	5137	2796
2914	5139	2794
2915	5141	2792
2916	5142	2790
2917	5145	2789
2918	5147	2787
2919	5148	2785
2920	5150	2783
2921	5151	2782
2922	5153	2780
2923	5155	2778
2924	5156	2776
2925	5158	2774
2926	5159	2772
2927	5161	2771
2928	5162	2769
2929	5163	2767
2930	5165	2765
2931	5167	2763
2932	5168	2761
2933	5170	2759
2934	5171	2757
2935	5173	2756
2936	5175	2754
2937	5177	2752
2938	5179	2751
2939	5181	2749
2940	5183	2747
2941	5185	2746
2942	5187	2744
2943	5188	2742
2944	5191	2741
2945	5193	2739
2946	5194	2737
2947	5196	2735
2948	5198	2733
2949	5200	2732
2950	5202	2730
2951	5203	2728
2952	5205	2726
2953	5206	2725
2954	5208	2723
2955	5210	2721
2956	5212	2719
2957	5214	2718
2958	5216	2716
2959	5217	2714
2960	5219	2712
2961	5221	2711
2962	5222	2709
2963	5224	2707
2964	5225	2705
2965	5226	2703
2966	5228	2701
2967	5229	2699
2968	5231	2697
2969	5232	2695
2970	5234	2693
2971	5235	2691
2972	5237	2689
2973	5238	2688
2974	5240	2686
2975	5241	2684
2976	5243	2682
2977	5245	2680
2978	5246	2678
2979	5248	2677
2980	5250	2675
2981	5251	2673
2982	5253	2671
2983	5255	2670
2984	5257	2668
2985	5258	2666
2986	5260	2664
2987	5262	2662
2988	5263	2660
2989	5265	2659
2990	5266	2657
2991	5268	2655
2992	5270	2653
2993	5271	2651
2994	5272	2649
2995	5274	2647
2996	5276	2645
2997	5277	2644
2998	5279	2642
2999	5280	2640
3000	5282	2638
3001	5283	2636
3002	5284	2634
3003	5286	2632
3004	5288	2630
3005	5289	2628
3006	5304	2633
3007	5305	2631
3008	5307	2630
3009	5309	2628
3010	5310	2626
3011	5311	2624
3012	5313	2622
3013	5315	2620
3014	5317	2619
3015	5318	2617
3016	5320	2615
3017	5322	2613
3018	5324	2611
3019	5325	2610
3020	5327	2608
3021	5329	2606
3022	5330	2604
3023	5331	2602
3024	5332	2600
3025	5334	2598
3026	5336	2596
3027	5337	2594
3028	5339	2592
3029	5341	2591
3030	5342	2589
3031	5344	2587
3032	5346	2585
3033	5347	2583
3034	5348	2581
3035	5350	2580
3036	5352	2578
3037	5353	2576
3038	5355	2574
3039	5357	2572
3040	5358	2570
3041	5359	2568
3042	5361	2567
3043	5363	2565
3044	5364	2563
3045	5366	2561
3046	5368	2559
3047	5369	2557
3048	5371	2556
3049	5372	2554
3050	5374	2552
3051	5377	2551
3052	5378	2549
3053	5380	2547
3054	5382	2546
3055	5384	2544
3056	5386	2542
3057	5387	2540
3058	5389	2538
3059	5391	2537
3060	5393	2535
3061	5394	2533
3062	5396	2531
3063	5398	2529
3064	5399	2528
3065	5401	2526
3066	5403	2524
3067	5404	2522
3068	5406	2520
3069	5408	2519
3070	5410	2517
3071	5412	2515
3072	5413	2514
3073	5415	2512
3074	5417	2510
3075	5418	2508
3076	5420	2506
3077	5422	2505
3078	5423	2503
3079	5425	2501
3080	5427	2499
3081	5429	2497
3082	5431	2496
3083	5433	2494
3084	5434	2492
3085	5436	2491
3086	5438	2489
3087	5440	2487
3088	5442	2486
3089	5444	2484
3090	5446	2482
3091	5447	2480
3092	5449	2478
3093	5451	2477
3094	5453	2475
3095	5454	2473
3096	5456	2471
3097	5458	2470
3098	5460	2468
3099	5462	2466
3100	5463	2465
3101	5465	2463
3102	5467	2461
3103	5469	2460
3104	5471	2458
3105	5474	2456
3106	5475	2454
3107	5477	2453
3108	5478	2451
3109	5480	2449
3110	5482	2447
3111	5483	2445
3112	5485	2444
3113	5487	2442
3114	5489	2440
3115	5491	2438
3116	5492	2437
3117	5494	2435
3118	5496	2433
3119	5498	2432
3120	5500	2430
3121	5502	2428
3122	5503	2426
3123	5505	2425
3124	5507	2423
3125	5509	2421
3126	5511	2419
3127	5513	2418
3128	5514	2416
3129	5517	2414
3130	5518	2413
3131	5520	2411
3132	5522	2409
3133	5523	2407
3134	5525	2405
3135	5527	2404
3136	5528	2402
3137	5530	2400
3138	5543	2403
3139	5545	2401
3140	5547	2400
3141	5549	2398
3142	5550	2396
3143	5551	2394
3144	5553	2392
3145	5555	2390
3146	5557	2389
3147	5558	2387
3148	5560	2385
3149	5562	2383
3150	5563	2382
3151	5565	2380
3152	5566	2378
3153	5568	2376
3154	5570	2374
3155	5572	2372
3156	5573	2370
3157	5575	2369
3158	5576	2367
3159	5578	2365
3160	5579	2363
3161	5581	2361
3162	5582	2359
3163	5583	2357
3164	5586	2356
3165	5587	2354
3166	5589	2352
3167	5590	2350
3168	5592	2348
3169	5593	2346
3170	5594	2344
3171	5596	2342
3172	5597	2340
3173	5599	2339
3174	5601	2337
3175	5602	2335
3176	5604	2333
3177	5605	2331
3178	5606	2329
3179	5608	2328
3180	5610	2326
3181	5611	2324
3182	5613	2322
3183	5614	2320
3184	5616	2318
3185	5617	2317
3186	5620	2315
3187	5621	2313
3188	5623	2311
3189	5624	2309
3190	5626	2308
3191	5627	2306
3192	5629	2304
3193	5631	2302
3194	5633	2300
3195	5634	2299
3196	5636	2297
3197	5637	2295
3198	5639	2293
3199	5640	2291
3200	5641	2289
3201	5643	2287
3202	5645	2285
3203	5646	2284
3204	5647	2282
3205	5649	2280
3206	5651	2278
3207	5652	2276
3208	5654	2274
3209	5656	2273
3210	5657	2271
3211	5659	2269
3212	5661	2267
3213	5663	2265
3214	5664	2264
3215	5666	2262
3216	5667	2260
3217	5669	2258
3218	5671	2256
3219	5672	2254
3220	5673	2252
3221	5674	2250
3222	5676	2249
3223	5678	2247
3224	5679	2245
3225	5681	2243
3226	5682	2241
3227	5684	2239
3228	5685	2237
3229	5687	2236
3230	5688	2234
3231	5690	2232
3232	5691	2230
3233	5693	2228
3234	5694	2226
3235	5695	2224
3236	5697	2223
3237	5698	2221
3238	5700	2219
3239	5701	2217
3240	5703	2215
3241	5704	2213
3242	5706	2211
3243	5707	2209
3244	5709	2208
3245	5711	2206
3246	5713	2204
3247	5714	2202
3248	5715	2200
3249	5716	2198
3250	5719	2197
3251	5720	2195
3252	5721	2193
3253	5723	2191
3254	5725	2189
3255	5726	2187
3256	5727	2186
3257	5729	2184
3258	5730	2182
3259	5732	2180
3260	5734	2178
3261	5735	2176
3262	5737	2175
3263	5738	2173
3264	5740	2171
3265	5741	2169
3266	5743	2167
3267	5745	2165
3268	5746	2164
3269	5748	2162
3270	5749	2160
3271	5751	2158
3272	5752	2156
3273	5754	2154
3274	5756	2153
3275	5758	2151
3276	5759	2149
3277	5761	2147
3278	5762	2145
3279	5763	2143
3280	5764	2141
3281	5767	2140
3282	5768	2138
