iter	RMSE
150	24951.32582
151	24872.61826
152	24847.81327
153	24741.09663
154	24657.94885
155	24571.13258
156	24487.56994
157	24414.32381
158	24324.95916
159	24228.44789
160	24149.74965
161	24068.09613
162	23994.51469
163	23900.07308
164	23818.70863
165	23742.71835
166	23646.58088
167	23557.45955
168	23493.49168
169	23420.62653
170	23343.11528
171	23254.93243
172	23197.03323
173	23123.79487
174	23050.14865
175	22999.47546
176	22925.88358
177	22866.12833
178	22807.25692
179	22783.32069
180	22729.82013
181	22674.75713
182	22622.034
183	22566.55039
184	22506.28807
185	22435.93205
186	22371.07887
187	22305.81406
188	22251.95652
189	22186.26758
190	22116.09631
191	22053.76332
192	22012.82073
193	21953.52659
194	21903.80135
195	21847.5699
196	21790.16884
197	21722.96944
198	21666.09106
199	21607.52154
200	21552.55444
201	21503.32788
202	21451.24968
203	21398.52676
204	21357.37086
205	21307.67618
206	21255.16916
207	21205.96653
208	21163.94592
209	21116.58383
210	21068.01742
211	21030.08863
212	21017.39844
213	20967.28341
214	20915.13973
215	20868.42009
216	20858.34141
217	20810.07551
218	20762.36329
219	20749.3743
220	20706.58463
221	20674.00358
222	20633.46325
223	20595.13257
224	20546.34958
225	20500.68832
226	20476.7072
227	20436.67078
228	20422.95474
229	20362.04484
230	20327.34144
231	20275.12344
232	20230.9958
233	20185.73717
234	20137.2493
235	20102.67782
236	20060.95036
237	20041.02451
238	19992.69998
239	19967.52468
240	19929.86306
241	19905.45051
242	19879.88259
243	19870.55222
244	19832.92996
245	19783.01687
246	19741.2005
247	19710.29984
248	19669.49488
249	19639.69336
250	19619.55867
251	19578.66553
252	19544.53156
253	19506.81048
254	19474.73234
255	19447.21781
256	19422.69953
257	19398.87766
258	19365.20631
259	19355.06188
260	19341.17999
261	19307.21426
262	19280.08264
263	19244.12928
264	19213.58354
265	19184.03581
266	19152.68052
267	19123.87086
268	19087.71894
269	19058.90092
270	19028.36848
271	19013.7766
272	18996.62163
273	18971.9116
274	18947.69049
275	18935.83211
276	18925.39027
277	18897.03008
278	18888.7991
279	18857.22501
280	18838.9679
281	18815.2828
282	18792.91445
283	18764.36191
284	18728.94482
285	18698.32554
286	18675.21884
287	18650.53304
288	18630.11288
289	18613.70299
290	18586.87773
291	18578.36567
292	18540.34575
293	18510.96243
294	18482.38837
295	18464.37669
296	18434.69986
297	18408.34456
298	18384.95199
299	18354.20599
300	18345.93492
301	18328.75398
302	18300.11895
303	18268.31576
304	18241.94219
305	18213.37541
306	18190.7354
307	18180.97081
308	18156.90133
309	18143.67566
310	18134.18332
311	18124.79264
312	18115.88831
313	18092.51413
314	18084.10845
315	18075.18689
316	18045.41077
317	18024.15932
318	17994.6873
319	17970.36634
320	17943.68322
321	17920.51596
322	17900.58966
323	17887.86022
324	17853.79047
325	17837.43249
326	17816.37425
327	17792.79645
328	17785.68573
329	17773.45074
330	17749.16242
331	17731.9394
332	17723.78039
333	17705.25647
334	17688.33465
335	17678.03087
336	17655.94015
337	17636.07677
338	17629.50423
339	17618.70543
340	17608.30691
341	17593.53918
342	17576.38288
343	17572.39164
344	17546.82898
345	17527.93799
346	17517.09628
347	17494.84305
348	17488.72101
349	17482.58069
350	17476.07318
351	17461.17842
352	17437.97555
353	17427.41007
354	17407.88759
355	17398.37753
356	17377.77432
357	17370.76531
358	17351.34412
359	17322.47609
360	17297.94047
361	17274.9292
362	17252.5952
363	17232.10392
364	17216.27796
365	17197.72655
366	17180.38765
367	17161.73573
368	17147.29354
369	17129.96951
370	17115.59075
371	17097.98094
372	17078.99292
373	17060.65894
374	17042.00839
375	17026.37795
376	17004.89795
377	16998.23196
378	16979.56689
379	16966.97379
380	16959.86438
381	16943.7617
382	16918.78592
383	16905.51877
384	16898.96409
385	16885.40192
386	16869.18683
387	16851.55177
388	16843.73726
389	16831.28107
390	16814.41281
391	16806.67805
392	16799.86871
393	16790.56163
394	16773.87886
395	16758.87624
396	16751.23054
397	16730.69013
398	16713.34558
399	16709.29979
400	16696.92375
401	16683.30576
402	16663.33577
403	16658.47832
404	16635.60521
405	16614.96062
406	16596.87799
407	16573.43966
408	16554.74818
409	16545.79941
410	16532.67572
411	16520.19082
412	16514.24216
413	16500.70556
414	16485.37435
415	16468.88993
416	16456.8366
417	16446.10109
418	16434.09859
419	16419.03618
420	16403.50024
421	16376.02183
422	16373.29626
423	16352.06535
424	16344.54975
425	16330.86096
426	16313.70101
427	16291.99298
428	16272.99754
429	16260.28808
430	16245.79291
431	16228.63944
432	16216.03584
433	16199.91853
434	16182.78759
435	16170.17101
436	16153.66469
437	16148.03724
438	16132.60022
439	16117.1463
440	16099.36222
441	16095.9005
442	16078.20311
443	16068.26149
444	16052.02016
445	16040.36355
446	16031.87008
447	16026.98637
448	16020.92953
449	16007.77271
450	15987.38436
451	15972.76823
452	15960.14404
453	15945.07064
454	15931.21069
455	15922.67725
456	15915.81195
457	15904.63332
458	15893.4175
459	15879.69496
460	15871.96229
461	15855.48301
462	15849.80574
463	15844.25445
464	15824.97934
465	15816.65612
466	15799.09968
467	15794.04774
468	15778.03931
469	15771.08675
470	15767.74124
471	15755.89378
472	15742.30775
473	15737.69228
474	15731.9103
475	15721.72436
476	15711.70216
477	15701.09997
478	15690.74759
479	15674.07177
480	15666.73305
481	15650.16914
482	15637.20679
483	15629.63823
484	15615.19234
485	15606.08264
486	15601.82785
487	15588.43819
488	15576.71226
489	15562.71635
490	15549.33462
491	15535.52612
492	15526.32016
493	15523.26679
494	15519.78236
495	15504.85967
496	15487.91255
497	15478.84336
498	15469.43062
499	15459.78937
500	15453.08616
501	15437.42725
502	15423.31442
503	15413.24384
504	15403.91483
505	15394.70154
506	15386.11475
507	15381.79042
508	15369.34866
509	15362.47372
510	15359.21196
511	15345.35315
512	15336.31259
513	15329.2172
514	15322.41776
515	15319.82528
516	15303.48423
517	15292.67342
518	15281.07383
519	15271.45348
520	15260.39647
521	15246.87184
522	15240.80209
523	15234.28104
524	15223.68654
525	15217.23624
526	15208.28782
527	15196.90161
528	15187.77579
529	15173.46058
530	15161.73935
531	15145.33985
532	15133.47895
533	15127.52163
534	15123.53565
535	15108.16808
536	15095.7807
537	15087.04234
538	15076.0181
539	15067.22004
540	15062.44184
541	15050.36565
542	15036.88238
543	15024.11434
544	15012.40138
545	15006.28402
546	14993.26303
547	14986.36927
548	14979.9719
549	14964.41471
550	14953.02992
551	14938.25328
552	14932.30907
553	14922.79616
554	14914.71729
555	14900.13982
556	14896.17442
557	14884.48945
558	14871.94569
559	14863.71875
560	14848.63755
561	14839.12095
562	14829.85379
563	14822.88921
564	14809.62008
565	14807.25396
566	14796.20834
567	14783.34925
568	14780.20212
569	14774.36925
570	14770.85536
571	14761.05928
572	14753.75379
573	14742.14142
574	14731.2989
575	14723.40221
576	14712.95712
577	14706.47123
578	14695.71556
579	14687.69015
580	14677.64913
581	14671.64394
582	14664.55979
583	14653.53863
584	14641.67594
585	14635.63747
586	14624.98879
587	14613.39713
588	14607.83676
589	14597.85635
590	14585.76775
591	14576.99672
592	14575.55425
593	14566.82805
594	14555.65249
595	14546.75206
596	14537.8593
597	14532.26034
598	14515.73934
599	14512.80312
600	14496.54675
601	14489.34803
602	14482.00764
603	14473.067
604	14463.74609
605	14455.54661
606	14447.18336
607	14438.50066
608	14428.17529
609	14419.98324
610	14409.85392
611	14408.08929
612	14396.34314
613	14385.78276
614	14371.62152
615	14365.62651
616	14355.22331
617	14343.47696
618	14335.24745
619	14331.79456
620	14319.35049
621	14308.65955
622	14300.07236
623	14296.49411
624	14286.36291
625	14275.16822
626	14263.69301
627	14257.44988
628	14250.73367
629	14241.29229
630	14233.01771
631	14222.06987
632	14213.32442
633	14203.04248
634	14197.68728
635	14191.41775
636	14183.83912
637	14176.22254
638	14168.9037
639	14163.76922
640	14154.82063
641	14147.51692
642	14139.88729
643	14135.36818
644	14125.20885
645	14117.5777
646	14110.03378
647	14100.73494
648	14093.0772
649	14083.27165
650	14075.97216
651	14069.56383
652	14062.6105
653	14059.11466
654	14052.46329
655	14040.33388
656	14033.93421
657	14026.76378
658	14022.60621
659	14015.60073
660	14007.56023
661	14001.27329
662	13988.81974
663	13980.32895
664	13970.24567
665	13960.63945
666	13954.55578
667	13948.46422
668	13937.50693
669	13928.51792
670	13922.67258
671	13913.75662
672	13899.53333
673	13889.32307
674	13878.9783
675	13871.45403
676	13863.43182
677	13855.50039
678	13848.21404
679	13842.92376
680	13834.7821
681	13829.94981
682	13821.66199
683	13813.34071
684	13800.01388
685	13792.40947
686	13786.69224
687	13779.23301
688	13771.51739
689	13767.99037
690	13759.76751
691	13755.19338
692	13747.25877
693	13738.31744
694	13733.28906
695	13726.0231
696	13717.76352
697	13709.97099
698	13699.30415
699	13689.57321
700	13681.14753
701	13676.03604
702	13670.13719
703	13659.55435
704	13654.82115
705	13647.19055
706	13642.20043
707	13636.3648
708	13626.62899
709	13619.5692
710	13607.77145
711	13600.33709
712	13591.01805
713	13585.04518
714	13578.33895
715	13573.68547
716	13566.99321
717	13554.1897
718	13545.10741
719	13535.66544
720	13525.3071
721	13519.05567
722	13515.60827
723	13507.83923
724	13504.67893
725	13497.45592
726	13490.91239
727	13483.47622
728	13473.50458
729	13464.79602
730	13457.09184
731	13447.65104
732	13441.26193
733	13436.88331
734	13430.59558
735	13422.51123
736	13421.05028
737	13414.67381
738	13406.41337
739	13403.63001
740	13392.34346
741	13383.61753
742	13376.98309
743	13369.78891
744	13363.39472
745	13354.90335
746	13343.47172
747	13336.05885
748	13332.50538
749	13324.22023
750	13314.98473
751	13306.05337
752	13302.58324
753	13295.64991
754	13288.86299
755	13285.82077
756	13277.74819
757	13270.9997
758	13262.9367
759	13254.46508
760	13247.07334
761	13240.6661
762	13233.49063
763	13226.40192
764	13221.28508
765	13212.91452
766	13203.40736
767	13193.0959
768	13183.3684
769	13175.9502
770	13170.06499
771	13159.65454
772	13152.47829
773	13146.70684
774	13140.70588
775	13131.96039
776	13123.43109
777	13112.76796
778	13107.35225
779	13099.50843
780	13090.73905
781	13085.81682
782	13076.1945
783	13072.41205
784	13066.32541
785	13060.49097
786	13055.12792
787	13045.61825
788	13036.92707
789	13025.94843
790	13021.24674
791	13012.81192
792	13003.58856
793	12998.17369
794	12994.42408
795	12988.66911
796	12979.2429
797	12973.37437
798	12967.19437
799	12961.28896
800	12954.99794
801	12950.53801
802	12946.60865
803	12941.17397
804	12933.26327
805	12924.43415
806	12918.39273
807	12908.76954
808	12899.91674
809	12893.19097
810	12884.31475
811	12873.47682
812	12868.09814
813	12862.53288
814	12851.97468
815	12845.28185
816	12839.6788
817	12833.28152
818	12826.09055
819	12819.31631
820	12812.05948
821	12807.13056
822	12795.02333
823	12788.49903
824	12781.69467
825	12777.58231
826	12770.33787
827	12757.50687
828	12750.20551
829	12740.29608
830	12730.00824
831	12721.18036
832	12716.22034
833	12709.03956
834	12698.3995
835	12691.58075
836	12690.17166
837	12680.88932
838	12675.83443
839	12670.53181
840	12663.58917
841	12658.31653
842	12651.78119
843	12648.20301
844	12636.39417
845	12627.94261
846	12623.1797
847	12619.50549
848	12615.78831
849	12608.48593
850	12603.13846
851	12597.68577
852	12594.18792
853	12586.86687
854	12578.28178
855	12576.70044
856	12571.26292
857	12566.04047
858	12559.99544
859	12552.29463
860	12545.25658
861	12539.82855
862	12530.69118
863	12521.4535
864	12512.95097
865	12507.67572
866	12500.56436
867	12496.9136
868	12490.9106
869	12483.55983
870	12476.56794
871	12472.53853
872	12465.29325
873	12458.49728
874	12449.35668
875	12439.3253
876	12433.76056
877	12425.95984
878	12419.30625
879	12410.1945
880	12403.61145
881	12399.08535
882	12391.42405
883	12386.12997
884	12381.26559
885	12368.65627
886	12361.16564
887	12354.5324
888	12346.17475
889	12340.08029
890	12327.73523
891	12320.15348
892	12311.23133
893	12306.57916
894	12296.67738
895	12292.51005
896	12288.51706
897	12283.76418
898	12278.89654
899	12270.24596
900	12265.0749
901	12259.45323
902	12251.48499
903	12247.21674
904	12240.07955
905	12235.40383
906	12230.32563
907	12223.59499
908	12217.19518
909	12212.64977
910	12207.67726
911	12201.98695
912	12189.94888
913	12180.76026
914	12176.32968
915	12166.89948
916	12161.81287
917	12157.46088
918	12153.05919
919	12149.21862
920	12144.90694
921	12138.77999
922	12132.02364
923	12124.58684
924	12121.27923
925	12117.59206
926	12108.70513
927	12100.26363
928	12093.22132
929	12086.32962
930	12078.4576
931	12070.07828
932	12064.15775
933	12062.55863
934	12055.19962
935	12050.25835
936	12047.13064
937	12041.72223
938	12035.49331
939	12029.59783
940	12022.20082
941	12016.83238
942	12009.86941
943	12001.36651
944	11992.71953
945	11987.65756
946	11981.4607
947	11978.38763
948	11968.71504
949	11964.0821
950	11957.96958
951	11952.07656
952	11946.9145
953	11940.56038
954	11933.82047
955	11927.68763
956	11924.5073
957	11919.02757
958	11909.742
959	11903.95737
960	11895.62605
961	11881.86718
962	11874.21246
963	11868.67977
964	11863.88463
965	11856.38985
966	11852.80737
967	11846.95243
968	11843.01918
969	11834.77039
970	11829.05216
971	11821.31304
972	11817.27274
973	11812.10422
974	11800.68312
975	11791.71607
976	11787.82472
977	11781.67063
978	11776.8532
979	11768.59475
980	11761.92016
981	11758.04315
982	11753.07236
983	11740.74999
984	11737.61978
985	11728.67818
986	11725.5768
987	11720.28041
988	11718.57129
989	11711.13178
990	11708.88837
991	11702.42349
992	11697.24962
993	11690.59853
994	11685.71656
995	11679.67451
996	11671.40112
997	11666.56093
998	11665.83024
999	11660.40255
1000	11657.5869
1001	11652.3331
1002	11648.59364
1003	11641.8159
1004	11637.95048
1005	11634.52204
1006	11631.26713
1007	11626.09596
1008	11622.3266
1009	11617.96603
1010	11613.59001
1011	11606.66922
1012	11600.50459
1013	11594.0648
1014	11589.22951
1015	11584.95744
1016	11581.07046
1017	11574.65911
1018	11568.76536
1019	11564.10257
1020	11559.41059
1021	11556.1743
1022	11550.33281
1023	11542.52263
1024	11539.28038
1025	11529.58784
1026	11521.67485
1027	11515.79892
1028	11509.39145
1029	11501.84477
1030	11494.63892
1031	11488.29029
1032	11483.75896
1033	11480.1022
1034	11473.38146
1035	11465.20257
1036	11458.58404
1037	11452.98338
1038	11449.69914
1039	11444.54685
1040	11439.73872
1041	11434.0086
1042	11429.00807
1043	11426.78958
1044	11422.52667
1045	11416.76731
1046	11412.17378
1047	11405.11783
1048	11399.9174
1049	11394.86002
1050	11389.88731
1051	11386.55366
1052	11383.53249
1053	11376.67759
1054	11369.17286
1055	11363.55396
1056	11359.83369
1057	11352.19245
1058	11347.56419
1059	11340.97577
1060	11333.43882
1061	11325.71032
1062	11321.17627
1063	11316.32602
1064	11310.28678
1065	11306.98465
1066	11301.36384
1067	11295.83578
1068	11291.00306
1069	11284.92514
1070	11281.21296
1071	11276.45013
1072	11273.74025
1073	11269.98769
1074	11266.24875
1075	11259.32711
1076	11255.23429
1077	11251.50428
1078	11246.3714
1079	11240.49669
1080	11237.24834
1081	11233.19374
1082	11224.7235
1083	11219.07576
1084	11213.9304
1085	11207.95531
1086	11202.84869
1087	11195.43245
1088	11191.55213
1089	11184.48151
1090	11179.64206
1091	11174.36308
1092	11170.72656
1093	11164.7338
1094	11159.71055
1095	11154.77679
1096	11147.64491
1097	11144.83051
1098	11139.15639
1099	11133.75753
1100	11129.31045
1101	11121.62149
1102	11117.44254
1103	11112.86874
1104	11108.63383
1105	11104.76813
1106	11097.90738
1107	11092.5112
1108	11086.15043
1109	11082.58821
1110	11077.37541
1111	11073.93841
1112	11067.92383
1113	11062.58973
1114	11055.20175
1115	11049.70202
1116	11046.98867
1117	11043.92659
1118	11039.91548
1119	11034.20292
1120	11028.99908
1121	11023.96655
1122	11018.29219
1123	11014.17119
1124	11011.74662
1125	11005.60489
1126	11003.3266
1127	10998.92378
1128	10993.4388
1129	10988.1541
1130	10985.72924
1131	10981.09697
1132	10977.17641
1133	10973.59763
1134	10967.85072
1135	10962.91948
1136	10957.26825
1137	10952.55667
1138	10947.38736
1139	10939.89338
1140	10937.51999
1141	10935.42222
1142	10928.01242
1143	10923.7046
1144	10919.80594
1145	10912.8645
1146	10908.98874
1147	10903.36536
1148	10898.09143
1149	10892.98597
1150	10890.39576
1151	10882.07688
1152	10874.89532
1153	10871.97516
1154	10867.68011
1155	10865.60454
1156	10860.01286
1157	10857.93745
1158	10848.83769
1159	10844.22852
1160	10839.79712
1161	10832.41914
1162	10826.22112
1163	10822.05591
1164	10815.48768
1165	10813.02524
1166	10809.71965
1167	10803.16377
1168	10796.10581
1169	10789.20883
1170	10785.70448
1171	10780.14295
1172	10775.30564
1173	10771.83662
1174	10767.59664
1175	10762.83573
1176	10757.16222
1177	10751.68174
1178	10749.0586
1179	10745.12048
1180	10738.441
1181	10735.88982
1182	10731.67201
1183	10725.90849
1184	10719.02031
1185	10714.05705
1186	10704.04435
1187	10698.28423
1188	10692.78211
1189	10688.88086
1190	10684.53535
1191	10679.11409
1192	10671.01157
1193	10665.74257
1194	10659.98428
1195	10657.88421
1196	10649.68789
1197	10645.45537
1198	10640.15907
1199	10635.3492
1200	10628.14177
1201	10624.10953
1202	10620.30691
1203	10616.79571
1204	10612.1013
1205	10604.71874
1206	10602.15477
1207	10596.75231
1208	10592.89113
1209	10588.97668
1210	10583.18222
1211	10573.76651
1212	10570.3668
1213	10562.64287
1214	10559.24913
1215	10551.17464
1216	10543.97544
1217	10538.23102
1218	10532.45066
1219	10526.90209
1220	10521.66091
1221	10516.81073
1222	10511.34629
1223	10505.09599
1224	10499.27117
1225	10496.21328
1226	10492.48598
1227	10490.03743
1228	10485.10497
1229	10476.17924
1230	10472.5507
1231	10466.07237
1232	10460.58747
1233	10454.7124
1234	10448.44525
1235	10444.45639
1236	10438.79309
1237	10435.33452
1238	10431.20047
1239	10427.78065
1240	10421.86455
1241	10417.58882
1242	10412.25536
1243	10408.76941
1244	10405.20254
1245	10397.32057
1246	10388.7029
1247	10384.74921
1248	10379.51658
1249	10375.3421
1250	10361.75378
1251	10356.63771
1252	10353.15663
1253	10349.54291
1254	10347.17416
1255	10342.99619
1256	10337.61174
1257	10335.39146
1258	10326.46274
1259	10322.952
1260	10319.05688
1261	10310.96698
1262	10308.63736
1263	10304.10873
1264	10297.57173
1265	10292.19329
1266	10285.04024
1267	10280.48984
1268	10276.10942
1269	10272.70148
1270	10268.70861
1271	10263.52618
1272	10259.39394
1273	10256.24844
1274	10251.30908
1275	10242.39881
1276	10236.95828
1277	10233.00226
1278	10224.61412
1279	10219.43379
1280	10217.25549
1281	10211.74828
1282	10207.64974
1283	10200.93556
1284	10195.95164
1285	10194.38331
1286	10191.07094
1287	10184.56193
1288	10181.22885
1289	10177.96877
1290	10171.09564
1291	10166.2574
1292	10161.91509
1293	10156.04576
1294	10149.64303
1295	10145.27682
1296	10139.21951
1297	10135.13882
1298	10128.60055
1299	10121.43507
1300	10115.36153
1301	10110.89662
1302	10106.15601
1303	10098.71162
1304	10092.70945
1305	10088.67839
1306	10086.24725
1307	10082.8054
1308	10076.05371
1309	10072.38371
1310	10065.43322
1311	10060.1512
1312	10052.17097
1313	10045.71262
1314	10042.45886
1315	10039.83447
1316	10034.3747
1317	10029.06195
1318	10025.17427
1319	10023.49172
1320	10017.46181
1321	10013.26327
1322	10008.24235
1323	10004.0558
1324	10000.07296
1325	9997.122515
1326	9992.34349
1327	9988.324482
1328	9982.953665
1329	9977.196561
1330	9972.913223
1331	9970.499472
1332	9964.800061
1333	9960.798589
1334	9955.681526
1335	9952.516445
1336	9949.682034
1337	9944.929911
1338	9941.207787
1339	9939.146213
1340	9935.429694
1341	9930.899082
1342	9926.149839
1343	9923.535082
1344	9918.357757
1345	9913.088107
1346	9909.806113
1347	9904.3327
1348	9897.487401
1349	9895.064894
1350	9890.973335
1351	9884.322075
1352	9879.977183
1353	9873.600025
1354	9867.919463
1355	9863.385327
1356	9856.67274
1357	9850.449048
1358	9847.556134
1359	9846.871739
1360	9843.058924
1361	9840.667797
1362	9835.555602
1363	9831.239184
1364	9829.394791
1365	9824.383017
1366	9820.465915
1367	9818.192734
1368	9816.789623
1369	9812.211378
1370	9809.117109
1371	9802.606792
1372	9799.010869
1373	9796.268926
1374	9790.126697
1375	9784.853662
1376	9779.780102
1377	9775.406515
1378	9771.195409
1379	9763.619387
1380	9757.628124
1381	9754.978029
1382	9749.81012
1383	9746.75816
1384	9740.398726
1385	9737.359286
1386	9734.087579
1387	9729.965104
1388	9723.505287
1389	9717.772716
1390	9715.716971
1391	9710.606493
1392	9704.889553
1393	9700.980422
1394	9698.186858
1395	9692.628151
1396	9690.239469
1397	9685.508773
1398	9682.042821
1399	9677.927375
1400	9672.553696
1401	9668.850811
1402	9663.644107
1403	9659.774078
1404	9654.101028
1405	9650.102764
1406	9645.568988
1407	9640.330545
1408	9635.772881
1409	9633.341206
1410	9627.586943
1411	9624.799218
1412	9619.211838
1413	9612.158659
1414	9608.833793
1415	9605.802408
1416	9601.706992
1417	9598.962232
1418	9597.496712
1419	9593.885749
1420	9590.666716
1421	9585.262095
1422	9582.719335
1423	9581.008638
1424	9575.53589
1425	9570.314367
1426	9563.337284
1427	9558.770703
1428	9553.727618
1429	9551.916656
1430	9548.197073
1431	9542.802697
1432	9539.311937
1433	9533.099802
1434	9529.305174
1435	9523.527441
1436	9520.610518
1437	9518.092168
1438	9515.256878
1439	9510.464801
1440	9506.437234
1441	9501.108018
1442	9499.080451
1443	9492.460968
1444	9487.252431
1445	9479.802078
1446	9476.859379
1447	9469.86933
1448	9466.296348
1449	9463.240076
1450	9459.833951
1451	9455.865173
1452	9453.232988
1453	9449.673101
1454	9444.391076
1455	9441.969178
1456	9436.961149
1457	9432.889744
1458	9427.403783
1459	9423.743747
1460	9420.231953
1461	9413.174018
1462	9411.050472
1463	9404.158645
1464	9399.824023
1465	9396.942036
1466	9394.130853
1467	9388.924953
1468	9385.077782
1469	9380.02989
1470	9371.581755
1471	9369.249514
1472	9365.408858
1473	9360.545503
1474	9357.263178
1475	9354.224633
1476	9349.397174
1477	9346.525691
1478	9343.888588
1479	9340.629215
1480	9335.818696
1481	9333.318596
1482	9331.074529
1483	9324.043889
1484	9320.051036
1485	9315.784138
1486	9311.011322
1487	9305.7158
1488	9298.715115
1489	9294.28891
1490	9291.542372
1491	9287.829483
1492	9285.44039
1493	9282.135566
1494	9276.392033
1495	9272.071354
1496	9270.627682
1497	9267.345655
1498	9264.394242
1499	9260.727327
1500	9256.84852
1501	9254.240392
1502	9250.00512
1503	9248.735682
1504	9244.31921
1505	9239.481752
1506	9233.475385
1507	9229.169536
1508	9228.433082
1509	9224.466958
1510	9220.783215
1511	9216.107236
1512	9209.454256
1513	9205.759129
1514	9201.430623
1515	9195.279265
1516	9190.442755
1517	9185.86112
1518	9178.442666
1519	9173.440235
1520	9169.13563
1521	9163.990955
1522	9162.071789
1523	9159.577737
1524	9157.018413
1525	9149.078762
1526	9146.504689
1527	9143.587173
1528	9138.932973
1529	9133.626942
1530	9128.746913
1531	9124.514894
1532	9118.11532
1533	9112.537169
1534	9110.445952
1535	9107.372542
1536	9104.429612
1537	9100.665622
1538	9094.785153
1539	9091.416055
1540	9086.926639
1541	9083.424843
1542	9077.699795
1543	9073.650193
1544	9071.594082
1545	9068.886184
1546	9066.861474
1547	9061.955598
1548	9059.002093
1549	9055.157
1550	9045.844961
1551	9041.237071
1552	9035.765729
1553	9031.533911
1554	9027.701624
1555	9024.977068
1556	9019.842411
1557	9014.88226
1558	9007.705951
1559	9004.14967
1560	9002.193815
1561	8998.635712
1562	8995.531109
1563	8991.578051
1564	8987.0517
1565	8982.995085
1566	8980.088907
1567	8974.686126
1568	8971.242129
1569	8968.514277
1570	8963.936004
1571	8959.404757
1572	8955.689886
1573	8951.893439
1574	8946.79275
1575	8943.71003
1576	8940.530982
1577	8937.911513
1578	8932.658042
1579	8930.649247
1580	8925.835663
1581	8924.488097
1582	8922.495748
1583	8916.69186
1584	8912.65545
1585	8908.633048
1586	8904.698323
1587	8902.350816
1588	8898.547211
1589	8895.089954
1590	8890.206245
1591	8888.493479
1592	8884.246166
1593	8880.430939
1594	8875.225526
1595	8873.16355
1596	8870.28403
1597	8865.484168
1598	8863.64544
1599	8861.286485
1600	8857.175203
1601	8855.250766
1602	8851.80181
1603	8848.856504
1604	8844.709007
1605	8841.781527
1606	8838.867383
1607	8835.165244
1608	8832.696891
1609	8829.839898
1610	8826.88109
1611	8821.544092
1612	8816.909216
1613	8811.410592
1614	8809.57626
1615	8804.768214
1616	8801.742983
1617	8797.345705
1618	8794.867944
1619	8792.987023
1620	8788.022608
1621	8784.573242
1622	8780.86149
1623	8776.576312
1624	8772.494586
1625	8770.10199
1626	8767.624753
1627	8763.147075
1628	8759.629529
1629	8757.197332
1630	8753.645612
1631	8750.306337
1632	8746.199046
1633	8742.576295
1634	8739.971095
1635	8734.581619
1636	8731.484586
1637	8727.048989
1638	8725.698774
1639	8722.007889
1640	8716.44439
1641	8712.615635
1642	8709.698848
1643	8706.301934
1644	8703.380782
1645	8701.309156
1646	8699.037458
1647	8694.210497
1648	8691.58881
1649	8687.868467
1650	8684.173867
1651	8681.589006
1652	8679.323733
1653	8674.921166
1654	8671.667194
1655	8666.876573
1656	8663.519417
1657	8659.891334
1658	8658.417743
1659	8651.709363
1660	8647.553998
1661	8645.97117
1662	8642.154535
1663	8639.566686
1664	8633.513498
