iter	RMSE
1665	8628.370229
1666	8624.382799
1667	8621.769558
1668	8617.469344
1669	8614.832336
1670	8612.219032
1671	8606.631913
1672	8604.129326
1673	8599.286275
1674	8597.319623
1675	8593.893998
1676	8590.246904
1677	8587.968956
1678	8583.993046
1679	8579.032067
1680	8575.906423
1681	8570.251285
1682	8568.389609
1683	8563.439159
1684	8557.803298
1685	8553.75589
1686	8552.328044
1687	8549.297895
1688	8546.119071
1689	8542.944237
1690	8541.914237
1691	8537.61451
1692	8533.426362
1693	8528.209877
1694	8525.654041
1695	8524.516613
1696	8522.160684
1697	8521.522632
1698	8516.895965
1699	8513.613933
1700	8505.540443
1701	8502.82213
1702	8499.132931
1703	8496.202788
1704	8492.791773
1705	8491.075597
1706	8487.415704
1707	8485.036881
1708	8480.75248
1709	8477.763242
1710	8475.350544
1711	8474.521981
1712	8471.379589
1713	8467.917092
1714	8463.120187
1715	8460.881097
1716	8457.845753
1717	8454.784337
1718	8451.464372
1719	8447.906454
1720	8443.38985
1721	8439.657249
1722	8436.163621
1723	8430.520285
1724	8424.447697
1725	8422.304568
1726	8417.357652
1727	8415.197663
1728	8411.178444
1729	8408.663985
1730	8403.456541
1731	8400.103129
1732	8397.578731
1733	8390.307065
1734	8384.841599
1735	8381.322598
1736	8376.896013
1737	8371.881073
1738	8367.591876
1739	8364.236025
1740	8360.059919
1741	8354.799258
1742	8351.33066
1743	8346.177764
1744	8343.285603
1745	8342.972957
1746	8338.686695
1747	8335.616358
1748	8332.220093
1749	8327.6509
1750	8321.8492
1751	8318.71635
1752	8315.156494
1753	8312.965756
1754	8308.461756
1755	8302.557237
1756	8299.034371
1757	8296.439482
1758	8293.852484
1759	8288.457536
1760	8285.095075
1761	8279.72441
1762	8276.963322
1763	8271.928995
1764	8266.477277
1765	8262.813769
1766	8257.54028
1767	8254.698666
1768	8251.081461
1769	8249.55957
1770	8246.91968
1771	8244.643478
1772	8242.655977
1773	8239.997775
1774	8238.617742
1775	8236.425094
1776	8232.018255
1777	8228.138855
1778	8223.526331
1779	8219.799495
1780	8214.586754
1781	8210.94937
1782	8208.584914
1783	8206.764668
1784	8203.71606
1785	8200.29889
1786	8194.237313
1787	8191.556734
1788	8189.604238
1789	8185.150255
1790	8180.735298
1791	8176.811632
1792	8174.850699
1793	8171.759047
1794	8170.099191
1795	8165.775369
1796	8163.447023
1797	8159.965808
1798	8158.194798
1799	8151.812781
1800	8149.276381
1801	8144.79564
1802	8142.016284
1803	8140.079542
1804	8138.389733
1805	8133.012302
1806	8128.71779
1807	8123.845639
1808	8121.117072
1809	8115.011051
1810	8113.987199
1811	8109.393274
1812	8106.07401
1813	8102.998278
1814	8099.168271
1815	8094.819402
1816	8092.780197
1817	8087.929302
1818	8083.657483
1819	8080.423018
1820	8078.003476
1821	8075.286468
1822	8071.178215
1823	8068.137132
1824	8064.70416
1825	8059.435142
1826	8056.224034
1827	8052.188426
1828	8047.519648
1829	8042.22158
1830	8040.0691
1831	8037.015766
1832	8033.095343
1833	8030.023834
1834	8027.231793
1835	8024.619431
1836	8021.746088
1837	8018.864191
1838	8013.173652
1839	8011.352703
1840	8007.975143
1841	8004.728702
1842	8001.765403
1843	7998.017261
1844	7995.412207
1845	7992.546485
1846	7990.053408
1847	7989.469529
1848	7983.040487
1849	7980.441359
1850	7977.817885
1851	7976.727989
1852	7972.765233
1853	7969.312948
1854	7967.669004
1855	7960.494862
1856	7957.357994
1857	7954.497024
1858	7952.559816
1859	7949.601453
1860	7947.934296
1861	7944.607941
1862	7941.208849
1863	7938.26704
1864	7934.369318
1865	7931.083755
1866	7928.017703
1867	7924.860467
1868	7920.38941
1869	7915.146636
1870	7910.37555
1871	7907.154457
1872	7904.662467
1873	7900.695803
1874	7897.477336
1875	7893.33615
1876	7890.136109
1877	7889.620321
1878	7885.055826
1879	7879.909795
1880	7876.429255
1881	7872.137704
1882	7867.103292
1883	7864.554233
1884	7859.201171
1885	7856.334223
1886	7853.614311
1887	7849.993009
1888	7848.025886
1889	7846.138935
1890	7844.476717
1891	7840.718279
1892	7837.66269
1893	7833.097169
1894	7831.060766
1895	7827.083518
1896	7824.719167
1897	7820.510216
1898	7813.732219
1899	7811.899397
1900	7809.352233
1901	7805.20233
1902	7801.784232
1903	7798.84994
1904	7796.406993
1905	7793.845192
1906	7790.768031
1907	7789.28054
1908	7786.463883
1909	7783.180992
1910	7781.001574
1911	7779.287001
1912	7774.74881
1913	7770.617337
1914	7767.889332
1915	7765.409522
1916	7761.379497
1917	7758.103458
1918	7754.459824
1919	7750.728798
1920	7748.135899
1921	7745.067978
1922	7742.10551
1923	7739.99131
1924	7737.009779
1925	7734.133561
1926	7730.831574
1927	7727.599671
1928	7725.01116
1929	7721.145232
1930	7718.980276
1931	7715.670088
1932	7709.221054
1933	7705.134502
1934	7702.078546
1935	7699.33212
1936	7694.333449
1937	7691.316346
1938	7688.501882
1939	7685.85705
1940	7681.312608
1941	7677.809572
1942	7675.499205
1943	7673.860646
1944	7670.010144
1945	7668.832397
1946	7665.955425
1947	7661.87525
1948	7659.742733
1949	7657.273294
1950	7653.083316
1951	7649.284867
1952	7644.111273
1953	7639.837196
1954	7634.451217
1955	7632.751926
1956	7630.894577
1957	7626.537235
1958	7624.83029
1959	7620.085737
1960	7618.399813
1961	7617.818862
1962	7615.1694
1963	7612.241053
1964	7611.80862
1965	7610.20576
1966	7607.482056
1967	7604.042557
1968	7599.103084
1969	7597.74613
1970	7594.650561
1971	7591.981259
1972	7590.427203
1973	7587.309718
1974	7580.620098
1975	7578.172299
1976	7575.846512
1977	7574.708531
1978	7572.703916
1979	7568.222235
1980	7566.630019
1981	7562.626062
1982	7556.433406
1983	7552.797055
1984	7550.080898
1985	7549.472342
1986	7547.019248
1987	7544.540294
1988	7542.785945
1989	7540.342987
1990	7538.715415
1991	7534.552583
1992	7531.829574
1993	7529.712896
1994	7525.98896
1995	7523.603503
1996	7520.568266
1997	7516.917368
1998	7512.306418
1999	7509.199158
2000	7506.421073
2001	7504.373811
2002	7500.842823
2003	7498.283001
2004	7494.722716
2005	7491.298561
2006	7489.449427
2007	7487.716588
2008	7485.398122
2009	7483.9144
2010	7481.125146
2011	7478.732259
2012	7475.449069
2013	7473.492598
2014	7470.437451
2015	7466.926184
2016	7464.028097
2017	7461.057755
2018	7456.795435
2019	7453.459974
2020	7451.855213
2021	7450.757069
2022	7446.085523
2023	7444.318668
2024	7441.54008
2025	7438.767589
2026	7434.782953
2027	7430.003562
2028	7427.433853
2029	7424.559692
2030	7420.771792
2031	7416.778241
2032	7412.990052
2033	7409.176919
2034	7406.368393
2035	7404.357724
2036	7400.556791
2037	7398.101218
2038	7392.787058
2039	7389.265928
2040	7385.519046
2041	7383.808596
2042	7380.847339
2043	7378.345121
2044	7374.604929
2045	7370.327204
2046	7367.50453
2047	7366.033912
2048	7362.830189
2049	7360.548168
2050	7356.982363
2051	7353.941734
2052	7351.95325
2053	7350.423254
2054	7347.321932
2055	7344.704983
2056	7340.507837
2057	7335.692081
2058	7332.921155
2059	7330.005739
2060	7327.138688
2061	7322.392633
2062	7322.006606
2063	7319.088405
2064	7315.205585
2065	7313.031952
2066	7311.860317
2067	7308.96536
2068	7304.087639
2069	7301.749476
2070	7299.576464
2071	7296.526046
2072	7295.212872
2073	7293.613581
2074	7289.095834
2075	7285.495177
2076	7283.491935
2077	7279.23663
2078	7276.344025
2079	7274.435052
2080	7270.129861
2081	7266.974972
2082	7265.694962
2083	7263.524238
2084	7260.109219
2085	7257.494151
2086	7252.242686
2087	7250.159547
2088	7248.481301
2089	7246.079413
2090	7244.563895
2091	7242.089131
2092	7239.652077
2093	7236.705314
2094	7232.753552
2095	7230.417213
2096	7229.071971
2097	7226.523777
2098	7224.927277
2099	7221.945354
2100	7219.373824
2101	7216.245809
2102	7213.941538
2103	7208.606199
2104	7206.414487
2105	7203.573236
2106	7200.488951
2107	7198.663278
2108	7196.814953
2109	7195.967329
2110	7194.225929
2111	7191.482488
2112	7186.474328
2113	7183.881798
2114	7180.397522
2115	7178.723415
2116	7175.882538
2117	7172.756779
2118	7169.24793
2119	7164.463591
2120	7161.159337
2121	7158.414615
2122	7152.60693
2123	7150.840576
2124	7147.162419
2125	7144.046435
2126	7142.569822
2127	7139.620261
2128	7137.037501
2129	7134.750064
2130	7130.862632
2131	7127.9406
2132	7124.385826
2133	7121.886712
2134	7117.818701
2135	7116.391771
2136	7115.299795
2137	7111.75497
2138	7108.803816
2139	7104.800303
2140	7099.244042
2141	7096.415581
2142	7093.214145
2143	7091.110943
2144	7087.463499
2145	7085.801601
2146	7080.822741
2147	7074.223861
2148	7071.219157
2149	7067.154945
2150	7063.934342
2151	7059.991905
2152	7057.828122
2153	7054.751657
2154	7051.490834
2155	7050.132505
2156	7047.703695
2157	7043.202269
2158	7040.938311
2159	7036.953949
2160	7034.431284
2161	7032.378014
2162	7029.756368
2163	7027.639956
2164	7024.306325
2165	7022.834918
2166	7018.230289
2167	7015.279568
2168	7013.417632
2169	7008.512826
2170	7006.544252
2171	7003.074721
2172	6999.572601
2173	6997.470492
2174	6996.538893
2175	6993.364472
2176	6989.431015
2177	6986.778029
2178	6984.577618
2179	6981.833847
2180	6978.537988
2181	6974.390687
2182	6971.51127
2183	6969.265437
2184	6966.569697
2185	6964.323139
2186	6963.350319
2187	6960.81441
2188	6959.189055
2189	6955.518929
2190	6953.351802
2191	6951.390292
2192	6948.43677
2193	6946.034365
2194	6944.471858
2195	6941.924263
2196	6941.06541
2197	6936.3117
2198	6935.091619
2199	6928.072911
2200	6924.434101
2201	6922.692532
2202	6920.683914
2203	6918.475407
2204	6915.904306
2205	6914.342915
2206	6910.600926
2207	6907.094172
2208	6903.507284
2209	6900.955718
2210	6898.18925
2211	6896.079727
2212	6891.993959
2213	6889.089634
2214	6885.438418
2215	6883.321413
2216	6880.43143
2217	6878.712399
2218	6874.309601
2219	6873.205663
2220	6870.436926
2221	6868.549804
2222	6866.854014
2223	6864.456597
2224	6861.940618
2225	6860.256181
2226	6858.032032
2227	6854.690068
2228	6851.31638
2229	6848.947319
2230	6844.475709
2231	6840.897814
2232	6838.078793
2233	6835.42588
2234	6833.964094
2235	6828.684166
2236	6826.516705
2237	6824.619532
2238	6820.264142
2239	6815.433073
2240	6814.557278
2241	6811.277939
2242	6809.657583
2243	6808.568491
2244	6805.76254
2245	6802.379265
2246	6800.051979
2247	6797.976823
2248	6797.244653
2249	6794.700278
2250	6791.828674
2251	6789.1808
2252	6787.907178
2253	6785.123819
2254	6781.677585
2255	6777.533372
2256	6775.776897
2257	6771.322139
2258	6769.900943
2259	6766.218273
2260	6763.051661
2261	6760.058917
2262	6758.179901
2263	6755.468172
2264	6752.773695
2265	6751.126242
2266	6749.200761
2267	6745.780386
2268	6744.838275
2269	6742.619697
2270	6738.58242
2271	6735.558387
2272	6732.906403
2273	6730.17442
2274	6729.312683
2275	6726.915728
2276	6724.691869
2277	6721.494371
2278	6718.988404
2279	6716.326282
2280	6712.995945
2281	6710.558055
2282	6708.930883
2283	6706.44231
2284	6702.572738
2285	6701.026888
2286	6700.383514
2287	6696.955343
2288	6694.254595
2289	6690.598129
2290	6688.090494
2291	6684.1728
2292	6681.06397
2293	6678.766168
2294	6675.97168
2295	6675.344357
2296	6673.491415
2297	6671.554314
2298	6668.601
2299	6667.030094
2300	6664.432198
2301	6662.286736
2302	6659.942412
2303	6656.550612
2304	6655.104283
2305	6652.983815
2306	6647.959498
2307	6646.452087
2308	6644.185998
2309	6642.744724
2310	6640.574281
2311	6637.78806
2312	6635.759965
2313	6634.778383
2314	6633.059079
2315	6631.670817
2316	6627.938677
2317	6627.328724
2318	6625.543717
2319	6621.97839
2320	6620.545277
2321	6617.28308
2322	6613.058115
2323	6610.064948
2324	6608.78452
2325	6607.34181
2326	6605.229707
2327	6601.330426
2328	6600.066325
2329	6597.720745
2330	6594.491459
2331	6593.143858
2332	6589.903335
2333	6586.963304
2334	6585.159011
2335	6583.232257
2336	6580.68958
2337	6578.224904
2338	6574.85675
2339	6573.499734
2340	6572.028341
2341	6569.539834
2342	6567.569154
2343	6562.545743
2344	6558.871483
2345	6555.792843
2346	6552.554113
2347	6550.536296
2348	6548.600605
2349	6544.391513
2350	6541.880561
2351	6537.657477
2352	6536.039381
2353	6532.175694
2354	6530.478177
2355	6527.395585
2356	6525.002515
2357	6522.320324
2358	6519.793284
2359	6518.673245
2360	6516.939522
2361	6514.625831
2362	6510.591323
2363	6507.030859
2364	6503.702816
2365	6501.400929
2366	6500.761443
2367	6497.498724
2368	6496.566583
2369	6492.481687
2370	6490.108916
2371	6487.418065
2372	6485.446433
2373	6484.450955
2374	6481.577202
2375	6478.516885
2376	6477.611198
2377	6474.098283
2378	6471.460541
2379	6470.255391
2380	6466.371667
2381	6464.005818
2382	6460.124339
2383	6457.35553
2384	6454.213516
2385	6451.753358
2386	6448.760248
2387	6447.032952
2388	6444.318109
2389	6441.711993
2390	6437.031453
2391	6436.291011
2392	6435.284381
2393	6431.88478
2394	6428.780582
2395	6425.987349
2396	6424.227766
2397	6420.677375
2398	6418.354281
2399	6416.533828
2400	6414.45233
2401	6411.476015
2402	6409.37693
2403	6406.274557
2404	6403.247985
2405	6401.994139
2406	6397.115977
2407	6393.735684
2408	6390.546743
2409	6387.458044
2410	6386.603909
2411	6384.917207
2412	6382.501733
2413	6379.610782
2414	6377.888437
2415	6374.14845
2416	6373.078544
2417	6370.207001
2418	6368.122907
2419	6367.15885
2420	6366.178259
2421	6364.174078
2422	6360.558804
2423	6357.690645
2424	6356.245618
2425	6353.921436
2426	6350.892579
2427	6348.156815
2428	6345.82583
2429	6343.786769
2430	6341.880844
2431	6338.675142
2432	6335.976428
2433	6333.940003
2434	6331.757406
2435	6330.331144
2436	6327.969425
2437	6327.323335
2438	6323.612888
2439	6319.173277
2440	6317.504683
2441	6314.351632
2442	6311.834519
2443	6309.271747
2444	6307.904705
2445	6304.470096
2446	6301.888301
2447	6297.395657
2448	6292.383551
2449	6291.296605
2450	6289.783346
2451	6286.262842
2452	6282.943726
2453	6281.448082
2454	6279.163721
2455	6276.996147
2456	6273.599918
2457	6272.93636
2458	6271.079742
2459	6268.112451
2460	6266.22661
2461	6264.43829
2462	6262.503662
2463	6260.072056
2464	6258.133939
2465	6256.062651
2466	6252.915595
2467	6249.093391
2468	6245.911536
2469	6245.593585
2470	6243.381178
2471	6240.914895
2472	6238.38609
2473	6236.396472
2474	6233.732473
2475	6233.418492
2476	6232.030242
2477	6231.643837
2478	6231.395735
2479	6227.455428
2480	6226.131563
2481	6224.954816
2482	6223.309302
2483	6221.403697
2484	6220.548138
2485	6218.116419
2486	6217.625946
2487	6216.606868
2488	6214.23499
2489	6212.653038
2490	6209.547215
2491	6208.040498
2492	6207.523686
2493	6206.70196
2494	6203.633618
2495	6200.252693
2496	6197.75127
2497	6196.066184
2498	6193.998241
2499	6189.197363
2500	6184.812937
2501	6182.392298
2502	6179.467319
2503	6179.242528
2504	6177.117094
2505	6173.153905
2506	6171.734293
2507	6166.314996
2508	6162.737611
2509	6160.841849
2510	6156.937638
2511	6154.518091
2512	6150.971006
2513	6147.71475
2514	6145.87652
2515	6144.053386
2516	6139.984513
2517	6137.35352
2518	6133.307071
2519	6132.989165
2520	6130.394756
2521	6128.997571
2522	6127.384587
2523	6125.781163
2524	6124.422107
2525	6122.061685
2526	6118.352209
2527	6117.120845
2528	6115.608716
2529	6113.376317
2530	6111.488166
2531	6109.211251
2532	6108.096897
2533	6104.749152
2534	6103.491925
2535	6099.87833
2536	6095.783526
2537	6094.106722
2538	6092.381424
2539	6091.543094
2540	6089.390409
2541	6088.375941
2542	6084.485632
2543	6082.532931
2544	6079.802238
2545	6077.85263
2546	6076.066926
2547	6074.828861
2548	6072.864153
2549	6071.490848
2550	6070.181343
2551	6064.415037
2552	6062.723745
2553	6059.502525
2554	6057.801338
2555	6056.629871
2556	6054.33137
2557	6052.771865
2558	6050.365887
2559	6048.548495
2560	6044.775507
2561	6043.655185
2562	6041.403935
2563	6039.162197
2564	6035.954572
2565	6032.629783
2566	6030.49427
2567	6027.305424
2568	6023.881585
2569	6023.424123
2570	6021.645092
2571	6018.015855
2572	6015.449443
2573	6013.268063
2574	6009.226943
2575	6006.007774
2576	6004.060999
2577	6001.459703
2578	6000.246865
2579	5998.95913
2580	5995.736195
2581	5994.254324
2582	5992.847624
2583	5991.320928
2584	5986.786125
2585	5984.858879
2586	5982.697869
2587	5980.908686
2588	5978.029938
2589	5976.742693
2590	5973.807245
2591	5971.582319
2592	5968.036955
2593	5967.192565
2594	5964.682232
2595	5962.6633
2596	5959.558909
2597	5959.419171
2598	5956.19321
2599	5953.598399
2600	5949.450846
2601	5948.171017
2602	5945.127545
2603	5942.775773
2604	5940.680759
2605	5937.449971
2606	5934.857444
2607	5932.913181
2608	5931.128093
2609	5927.144027
2610	5925.284098
2611	5923.586168
2612	5920.2772
2613	5918.997642
2614	5917.088631
2615	5916.476526
2616	5914.82659
2617	5912.947025
2618	5910.339475
2619	5907.826958
2620	5905.661136
2621	5904.098034
2622	5901.922126
2623	5900.069381
2624	5897.303401
2625	5894.020914
2626	5892.165174
2627	5889.470063
2628	5888.039799
2629	5886.422397
2630	5884.644022
2631	5881.314869
2632	5879.65299
2633	5875.747859
2634	5872.711537
2635	5871.13839
2636	5869.549649
2637	5867.145172
2638	5865.91176
2639	5864.631172
2640	5862.33249
2641	5860.419585
2642	5857.878489
2643	5855.131898
2644	5853.206569
2645	5852.166421
2646	5849.258191
2647	5846.995378
2648	5845.194765
2649	5842.668019
2650	5840.615562
2651	5837.512378
2652	5834.053705
2653	5832.38892
2654	5831.534012
2655	5828.973641
2656	5826.139855
2657	5824.584863
2658	5821.169175
2659	5818.594131
2660	5817.853575
2661	5816.194632
2662	5814.42444
2663	5812.955236
2664	5811.899658
2665	5809.488618
2666	5808.123698
2667	5805.29135
2668	5803.158441
2669	5801.879815
2670	5798.694176
2671	5796.308788
2672	5792.883158
2673	5791.503867
2674	5790.073748
2675	5788.269158
2676	5785.472349
2677	5780.109101
2678	5777.959445
2679	5775.433286
2680	5774.054892
2681	5773.546628
2682	5772.36897
2683	5768.852307
2684	5767.807146
2685	5766.167385
2686	5764.791905
2687	5762.053164
2688	5759.978787
2689	5758.524705
2690	5755.723088
2691	5752.664366
2692	5751.877047
2693	5749.370553
2694	5747.982103
2695	5744.761891
2696	5742.54872
2697	5740.174777
2698	5737.321967
2699	5732.807785
2700	5730.009406
2701	5727.777614
2702	5724.539473
2703	5722.571597
2704	5721.806303
2705	5719.271347
2706	5717.242756
2707	5715.496767
2708	5713.734288
2709	5712.20484
2710	5710.603717
2711	5710.449127
2712	5708.034205
2713	5705.542033
2714	5703.695048
2715	5702.174523
2716	5698.973709
2717	5697.060989
2718	5695.696232
2719	5691.280689
2720	5689.047063
2721	5686.951327
2722	5685.832876
2723	5683.439469
2724	5682.031594
2725	5680.604473
2726	5679.209498
2727	5676.430355
2728	5674.013526
2729	5672.025039
2730	5669.182122
2731	5668.060285
2732	5664.968588
2733	5663.024845
2734	5661.605519
2735	5659.963519
2736	5659.000059
2737	5657.325944
2738	5654.994156
2739	5653.188869
2740	5649.826134
2741	5647.964995
2742	5645.626233
2743	5643.86013
2744	5641.065588
2745	5638.606607
2746	5636.096801
2747	5633.557961
2748	5631.741071
2749	5629.595112
2750	5628.964596
2751	5627.920782
2752	5624.067564
2753	5622.873969
2754	5621.524238
2755	5619.685689
2756	5616.843008
2757	5614.935142
2758	5614.26832
2759	5612.248993
2760	5609.437572
2761	5607.595448
2762	5606.349109
2763	5604.733203
2764	5600.055683
2765	5597.635803
2766	5595.549506
2767	5593.515857
2768	5591.657809
2769	5589.599962
2770	5588.567919
2771	5586.409272
2772	5584.956745
2773	5582.353897
2774	5582.058648
2775	5579.195315
2776	5578.023559
2777	5577.122851
2778	5575.187302
2779	5572.971594
2780	5570.7011
2781	5570.46861
2782	5568.672984
2783	5567.383234
2784	5565.785533
2785	5564.528473
2786	5563.584912
2787	5561.433698
2788	5559.804832
2789	5557.329386
2790	5554.952814
2791	5552.894525
2792	5550.794453
2793	5547.764268
2794	5546.292776
2795	5544.494403
2796	5543.070356
2797	5540.119147
2798	5538.22822
2799	5536.002291
2800	5533.563988
2801	5532.460984
2802	5529.500094
2803	5527.375039
2804	5525.115113
2805	5523.783332
2806	5521.931309
2807	5518.638164
2808	5515.555465
2809	5513.316805
2810	5511.827646
2811	5508.52397
2812	5506.799047
2813	5504.938384
2814	5501.522824
2815	5499.764804
2816	5498.156543
2817	5497.206878
2818	5491.97823
2819	5491.05277
2820	5488.594443
2821	5487.308766
2822	5486.669798
2823	5485.67537
2824	5483.957131
2825	5480.588781
2826	5479.065078
2827	5477.452401
2828	5475.758533
2829	5474.096643
2830	5471.17158
2831	5469.571492
2832	5467.81058
2833	5465.911208
2834	5464.091368
2835	5462.356743
2836	5460.592442
2837	5458.541589
2838	5457.551503
2839	5456.267305
2840	5454.136567
2841	5450.842012
2842	5449.634067
2843	5447.858478
2844	5444.947872
2845	5442.990249
2846	5441.803161
2847	5440.862193
2848	5438.88471
2849	5437.060022
2850	5434.350746
2851	5431.448887
2852	5429.813327
2853	5428.499512
2854	5426.703232
2855	5424.052416
2856	5422.856878
2857	5421.617529
2858	5417.80152
2859	5416.322377
2860	5413.594408
2861	5411.266222
2862	5408.768358
2863	5406.936098
2864	5405.918696
2865	5403.751846
2866	5402.264341
2867	5399.737808
2868	5397.440536
2869	5395.674853
2870	5392.792527
2871	5391.610326
2872	5389.989524
2873	5389.245352
2874	5388.71253
2875	5385.29857
2876	5382.215677
2877	5381.344977
2878	5380.156061
2879	5378.688727
2880	5376.652277
2881	5375.180005
2882	5373.155569
2883	5370.998548
2884	5368.835488
2885	5367.143374
2886	5366.270622
2887	5364.028202
2888	5361.024241
2889	5359.797197
2890	5358.339824
2891	5356.277416
2892	5353.20126
2893	5350.154122
2894	5348.748404
2895	5346.967101
2896	5343.84023
2897	5341.519591
2898	5338.751626
2899	5335.909177
2900	5334.459978
2901	5332.814556
2902	5331.586087
2903	5329.271154
2904	5326.102828
2905	5323.788965
2906	5321.905785
2907	5321.168912
2908	5319.575642
2909	5317.304921
2910	5314.15594
2911	5310.200596
2912	5308.333604
2913	5306.559554
2914	5303.776671
2915	5301.574371
2916	5299.552955
2917	5298.332284
2918	5298.0829
2919	5297.934801
2920	5295.763546
2921	5293.885589
2922	5292.397034
2923	5289.501594
2924	5287.334079
2925	5284.312726
2926	5282.994456
2927	5279.870143
2928	5277.88544
2929	5276.451135
2930	5273.140184
2931	5270.852194
2932	5269.451042
2933	5267.396825
2934	5263.090475
2935	5261.694989
2936	5259.041342
2937	5257.080717
2938	5255.369068
2939	5255.183456
2940	5254.283511
2941	5253.023374
2942	5251.281831
2943	5249.585882
2944	5247.463185
2945	5245.735105
2946	5243.983014
2947	5243.222608
2948	5241.727179
2949	5239.516363
2950	5238.183891
2951	5235.250811
2952	5232.824256
2953	5232.534484
2954	5230.892801
2955	5229.906435
2956	5229.180684
2957	5227.082621
2958	5225.443018
2959	5223.321747
2960	5219.945704
2961	5218.705802
2962	5217.484507
2963	5216.87074
2964	5215.672776
2965	5214.176205
2966	5210.581992
2967	5208.644592
2968	5207.214936
2969	5206.060183
2970	5204.742279
2971	5203.272643
2972	5201.259775
2973	5198.852016
2974	5196.392276
2975	5195.753582
2976	5194.456799
2977	5192.518775
2978	5190.843761
2979	5187.459674
2980	5185.621158
2981	5183.152846
2982	5181.353205
2983	5180.037045
2984	5177.417778
2985	5174.6223
2986	5171.90268
2987	5169.356868
2988	5165.898029
2989	5164.9494
2990	5162.722063
2991	5159.605305
2992	5158.761017
2993	5156.975808
2994	5156.107778
2995	5154.587097
2996	5153.237514
2997	5150.379077
2998	5148.187411
2999	5145.339697
3000	5143.967509
3001	5142.439907
3002	5139.299285
3003	5137.113501
3004	5134.711792
3005	5132.852235
3006	5131.115146
3007	5129.280407
3008	5127.787192
3009	5125.866271
3010	5124.643646
3011	5122.663143
3012	5120.634571
3013	5119.878233
3014	5117.893965
3015	5115.973437
3016	5114.35069
3017	5111.837272
3018	5110.991913
3019	5109.312081
3020	5107.76317
3021	5106.348816
3022	5104.847282
3023	5102.724763
3024	5100.64972
3025	5099.311957
3026	5097.694073
3027	5096.572547
3028	5094.471709
3029	5093.268935
3030	5091.544449
3031	5090.248345
3032	5088.620503
3033	5086.823525
3034	5085.358152
3035	5083.88774
3036	5082.624453
3037	5081.196134
3038	5078.884556
3039	5077.084198
3040	5075.435753
3041	5073.956031
3042	5072.972763
3043	5070.986557
3044	5069.784088
3045	5067.715564
3046	5066.155021
3047	5064.774449
3048	5062.316965
3049	5060.554832
3050	5059.418001
3051	5057.864299
3052	5056.130143
3053	5054.658464
3054	5052.098096
3055	5050.661548
3056	5048.55999
3057	5047.524392
3058	5045.903016
3059	5044.813094
3060	5042.093381
3061	5041.114635
3062	5039.89777
3063	5037.586722
3064	5036.063786
3065	5034.737628
3066	5032.8774
3067	5031.816687
3068	5030.316439
3069	5030.186932
3070	5028.076704
3071	5025.511611
3072	5024.13143
3073	5021.601276
3074	5019.938472
3075	5019.070056
3076	5018.172798
3077	5016.467615
3078	5015.383937
3079	5013.895507
3080	5012.82837
3081	5010.268442
3082	5008.793972
3083	5008.584498
3084	5007.75962
3085	5005.974274
3086	5005.339146
3087	5002.488634
3088	5000.994243
3089	4999.202754
3090	4997.081146
3091	4995.472711
3092	4992.58972
3093	4991.01854
3094	4990.001583
3095	4989.451318
3096	4986.322099
3097	4985.438659
3098	4984.467756
3099	4982.784428
3100	4981.318131
3101	4979.946623
3102	4978.923864
3103	4976.721694
3104	4975.199761
3105	4973.689505
3106	4971.808173
3107	4970.237327
3108	4967.503022
3109	4966.57848
3110	4965.564218
3111	4962.770981
3112	4960.477975
3113	4958.425734
3114	4956.769098
3115	4955.809249
3116	4954.723175
3117	4952.742033
3118	4949.621118
3119	4948.037905
3120	4945.868413
3121	4944.502089
3122	4943.265569
3123	4941.035105
3124	4939.977574
3125	4937.436736
3126	4935.726321
3127	4934.825501
3128	4933.619627
3129	4932.048186
3130	4931.18429
3131	4930.483429
3132	4928.670119
3133	4927.173794
3134	4925.291175
3135	4924.386189
3136	4922.538559
3137	4919.464829
3138	4917.4694
3139	4915.16713
3140	4912.217534
3141	4910.565055
3142	4908.644339
3143	4907.049695
3144	4905.326619
3145	4902.71917
3146	4899.97115
3147	4898.472363
3148	4896.782445
3149	4895.029656
3150	4894.065347
3151	4892.869114
3152	4891.188964
3153	4889.817815
3154	4887.709314
3155	4886.020821
3156	4883.357519
3157	4881.453435
3158	4879.254299
3159	4876.92947
3160	4874.746573
3161	4873.034223
3162	4871.958774
3163	4868.369389
3164	4867.076637
3165	4865.223679
3166	4863.700944
3167	4860.915262
3168	4859.608078
3169	4858.239529
3170	4856.421795
3171	4855.210041
3172	4853.583525
3173	4852.418842
3174	4850.536162
3175	4849.596071
3176	4848.618572
3177	4846.543913
3178	4844.469512
3179	4841.473615
3180	4839.443839
3181	4837.390966
3182	4836.001487
3183	4835.432272
3184	4832.588692
3185	4830.218989
3186	4826.742064
3187	4824.385373
3188	4821.772455
3189	4819.815086
3190	4818.897442
3191	4816.157399
3192	4813.124221
3193	4812.592654
3194	4811.066657
3195	4808.944967
3196	4806.376049
3197	4804.87325
3198	4802.438347
3199	4800.972818
3200	4799.322782
3201	4799.107605
3202	4797.812212
3203	4797.141963
3204	4795.977955
3205	4794.313081
3206	4791.132227
3207	4790.236411
3208	4788.890148
3209	4788.371467
3210	4787.495876
3211	4785.457157
3212	4784.896758
3213	4783.890191
3214	4782.813089
3215	4781.171159
3216	4779.643774
3217	4778.35687
3218	4777.310749
